Energy demand,QoE,Revenue per user,Revenue,Revenue in percentage
263663.9,1,2.2,3819758.9481,1
285289.89999999997,1,2.2,4130710.9163999995,1
249326.4,1,2.2,3613672.5237,1
224820.1,1,2.2,3253352.7843,1
202437.59999999998,1,2.2,2931524.8856999995,1
213655.3,1,2.2,3094525.2456,1
242635.7,1,2.2,3514395.7134,1
235639.59999999998,1,2.2,3410597.7225,1
180055.09999999998,1,2.2,2603473.3404,1
140162.4,1,2.2,2026052.6517000003,1
98251.7,1,2.2,1417532.4585,1
70983.9,1,2.2,1024208.4752999999,1
52424.799999999996,1,2.2,752902.0542,1
44021.5,1,2.2,634572.2322,1
39892.7,1,2.2,572875.1604,1
37078.299999999996,1,2.2,533059.1793000001,1
51017.6,1,2.2,732112.8642,1
86025.0,1,2.2,1240369.2288000002,1
151021.8,1,2.2,2182078.332,1
189201.9,1,2.2,2738996.3844,1
233926.99999999997,1,2.2,3386671.425,1
252486.09999999998,1,2.2,3658605.2676,1
244441.1,1,2.2,3540226.7501999997,1
242330.3,1,2.2,3509900.7534,1
262296.6,1,2.2,3801543.1226999997,1
260093.0,1,2.2,3766495.545,1
243339.3,1,2.2,3524840.8767,1
223373.0,1,2.2,3230803.0683,1
203499.5,1,2.2,2946170.9636999997,1
194432.5,1,2.2,2818517.8455,1
197552.3,1,2.2,2861094.4812,1
196145.09999999998,1,2.2,2837966.0391,1
178647.89999999997,1,2.2,2584778.0526,1
141609.5,1,2.2,2048990.058,1
100362.5,1,2.2,1450619.1099,1
71687.5,1,2.2,1035668.7504,1
56248.2,1,2.2,809368.1163,1
44074.399999999994,1,2.2,634832.5653,1
42707.09999999999,1,2.2,616229.0496,1
41950.600000000006,1,2.2,602598.0834,1
53128.399999999994,1,2.2,766632.2841,1
91613.9,1,2.2,1322239.3065,1
168532.0,1,2.2,2438403.426,1
198919.59999999998,1,2.2,2876484.1004999997,1
232519.8,1,2.2,3363586.0596000003,1
239555.8,1,2.2,3472103.7585,1
242330.3,1,2.2,3510221.0193,1
235732.39999999997,1,2.2,3417349.527,1
240923.1,1,2.2,3490291.4904,1
229001.8,1,2.2,3318143.8869,1
210482.59999999998,1,2.2,3046820.6097,1
189109.09999999998,1,2.2,2736265.6962,1
170948.19999999998,1,2.2,2472881.6421,1
163301.4,1,2.2,2365008.2208,1
167828.40000000002,1,2.2,2429686.9494,1
179749.69999999998,1,2.2,2603091.2688,1
172448.19999999998,1,2.2,2499658.4934,1
149309.19999999998,1,2.2,2160337.7088,1
126621.29999999999,1,2.2,1834400.6675999998,1
108367.59999999999,1,2.2,1563989.4927,1
85321.4,1,2.2,1234518.2892,1
63987.799999999996,1,2.2,924957.8856,1
59766.19999999999,1,2.2,862373.0592,1
55637.399999999994,1,2.2,804669.0101999999,1
54535.6,1,2.2,786462.5492999998,1
62580.59999999999,1,2.2,899218.6209000001,1
75510.9,1,2.2,1091065.3865999999,1
98251.7,1,2.2,1417200.9552,1
127272.0,1,2.2,1840124.25,1
151074.69999999998,1,2.2,2189624.2461,1
161934.09999999998,1,2.2,2344404.4479,1
169939.2,1,2.2,2461685.4458999997,1
179391.4,1,2.2,2598543.8676,1
184674.89999999997,1,2.2,2675124.8756999997,1
187396.5,1,2.2,2713882.6682999996,1
197207.0,1,2.2,2855990.8287,1
197207.0,1,2.2,2855728.6226999997,1
183573.09999999998,1,2.2,2655341.4329999997,1
176975.19999999998,1,2.2,2563719.165,1
177638.9,1,2.2,2572055.4429,1
170642.8,1,2.2,2470577.9751,1
153490.9,1,2.2,2219613.1209000004,1
120236.0,1,2.2,1737290.8025999998,1
97548.09999999999,1,2.2,1412765.928,1
71687.5,1,2.2,1031216.8671000001,1
56248.2,1,2.2,809585.3727,1
45826.899999999994,1,2.2,657213.7202999999,1
44114.29999999999,1,2.2,636194.1636,1
39494.5,1,2.2,565439.7474,1
45428.7,1,2.2,654820.1541,1
61173.4,1,2.2,881311.824,1
92317.5,1,2.2,1335864.6539999999,1
138144.4,1,2.2,1998813.1940999997,1
180758.7,1,2.2,2613607.6023000004,1
201428.59999999998,1,2.2,2916361.8873,1
210482.59999999998,1,2.2,3047153.9858999997,1
218182.3,1,2.2,3157572.6783,1
224116.5,1,2.2,3245344.2639,1
230408.99999999997,1,2.2,3339116.6211,1
243737.5,1,2.2,3530124.3276,1
238108.69999999998,1,2.2,3449503.4741999996,1
234325.19999999998,1,2.2,3396232.5794999995,1
220996.69999999998,1,2.2,3201919.2044999995,1
206619.3,1,2.2,2990034.2816999997,1
195096.19999999998,1,2.2,2822617.6236,1
154194.5,1,2.2,2233819.0674,1
107703.9,1,2.2,1555883.5814999999,1
79334.29999999999,1,2.2,1143266.8554,1
57350.0,1,2.2,828168.2865,1
49650.3,1,2.2,716047.1279999999,1
43716.1,1,2.2,628672.5972,1
41299.899999999994,1,2.2,596606.6762999999,1
54535.6,1,2.2,785998.0701,1
88494.09999999999,1,2.2,1280042.8695,1
156305.3,1,2.2,2261869.4907,1
207668.19999999998,1,2.2,3006912.8564999998,1
235639.59999999998,1,2.2,3409899.1308,1
253853.39999999997,1,2.2,3679164.0909,1
256362.4,1,2.2,3716116.4079,1
257065.99999999997,1,2.2,3726471.672,1
289524.5,1,2.2,4193310.7260000003,1
297914.8,1,2.2,4315465.0098,1
281519.4,1,2.2,4080288.7026,1
253149.8,1,2.2,3665611.7864999995,1
230408.99999999997,1,2.2,3336361.5851999996,1
221355.0,1,2.2,3205071.2951999996,1
227289.2,1,2.2,3291627.3687,1
221355.0,1,2.2,3206472.2244,1
193025.3,1,2.2,2794994.2215,1
151419.99999999997,1,2.2,2190704.9094000002,1
108712.9,1,2.2,1571119.6230000001,1
78325.29999999999,1,2.2,1129780.1025,1
60828.1,1,2.2,874346.5089,1
52119.399999999994,1,2.2,749624.4792,1
46132.299999999996,1,2.2,664843.9149,1
42614.299999999996,1,2.2,612758.5659,1
57350.0,1,2.2,825169.7736,1
94375.4,1,2.2,1361437.2306,1
165359.3,1,2.2,2391520.9931999994,1
205955.59999999998,1,2.2,2984659.0587,1
235334.19999999995,1,2.2,3408670.5083999997,1
245848.3,1,2.2,3561100.2206999995,1
252486.09999999998,1,2.2,3660719.7717,1
252486.09999999998,1,2.2,3660682.3137,1
275187.0,1,2.2,3985235.2818,1
271350.6,1,2.2,3933045.0504,1
251742.59999999998,1,2.2,3646358.3745,1
227236.3,1,2.2,3287115.5526,1
211942.69999999998,1,2.2,3069553.8699000003,1
203844.8,1,2.2,2951059.2326999996,1
210482.59999999998,1,2.2,3045172.4576999997,1
207322.9,1,2.2,2998194.5069999998,1
179749.69999999998,1,2.2,2601546.1263,1
138144.4,1,2.2,2001302.2781999998,1
98649.9,1,2.2,1425542.8518,1
76572.8,1,2.2,1105814.4740999998,1
60868.0,1,2.2,879416.4491999999,1
51721.2,1,2.2,741578.5007999999,1
51057.5,1,2.2,733931.4501,1
51057.5,1,2.2,735163.8182999999,1
62235.3,1,2.2,896617.1627999999,1
95782.59999999999,1,2.2,1383599.2563,1
162597.8,1,2.2,2354207.2065,1
205252.0,1,2.2,2973916.1043,1
242635.7,1,2.2,3513532.3065,1
263663.9,1,2.2,3819807.6435000002,1
258778.59999999998,1,2.2,3748753.5632999996,1
256973.19999999998,1,2.2,3723478.7777999993,1
266120.0,1,2.2,3856211.2007999998,1
269292.69999999995,1,2.2,3901891.2317999997,1
255605.89999999997,1,2.2,3703054.8033,1
231816.19999999995,1,2.2,3353007.9204,1
204548.39999999997,1,2.2,2964757.6232999996,1
199663.09999999998,1,2.2,2892355.0551,1
200021.4,1,2.2,2897050.4154000003,1
201030.39999999997,1,2.2,2911033.4868,1
181502.19999999998,1,2.2,2630592.9324000003,1
141264.19999999998,1,2.2,2044599.9803999998,1
102778.7,1,2.2,1482988.4405999999,1
86025.0,1,2.2,1243813.4919,1
73054.8,1,2.2,1051195.0914,1
52464.7,1,2.2,756488.6577,1
44021.5,1,2.2,633487.8231,1
41950.600000000006,1,2.2,602757.2799,1
52823.0,1,2.2,761167.1619000001,1
89848.4,1,2.2,1299373.0703999999,1
175169.8,1,2.2,2534659.2486,1
206659.2,1,2.2,2991084.9786,1
235028.8,1,2.2,3406452.9948,1
238812.3,1,2.2,3456071.7345,1
240166.6,1,2.2,3475102.2714,1
238108.69999999998,1,2.2,3446371.9854,1
251437.2,1,2.2,3642279.1983,1
259084.0,1,2.2,3751051.6116,1
257716.69999999995,1,2.2,3735349.218,1
210535.5,1,2.2,3051954.2286,1
223771.2,1,2.2,3240888.6348,1
200021.4,1,2.2,2895003.3356999997,1
204548.39999999997,1,2.2,2964472.9425,1
204243.0,1,2.2,2958876.7173,1
184980.3,1,2.2,2677728.2066999995,1
147901.99999999997,1,2.2,2137664.3814,1
111580.2,1,2.2,1614567.1572,1
88135.79999999999,1,2.2,1273347.2519999999,1
67107.59999999999,1,2.2,967631.9121000001,1
56646.399999999994,1,2.2,818459.1729,1
52464.7,1,2.2,757893.3326999999,1
49305.0,1,2.2,709233.5178,1
62580.59999999999,1,2.2,899947.179,1
99658.9,1,2.2,1441278.9575999998,1
165359.3,1,2.2,2390607.0179999997,1
202132.2,1,2.2,2926546.7175,1
240219.5,1,2.2,3476868.4161,1
260093.0,1,2.2,3764568.3309000004,1
249326.4,1,2.2,3612157.3476,1
237046.8,1,2.2,3433046.3019,1
249326.4,1,2.2,3612153.6018,1
240923.1,1,2.2,3485961.3456,1
209779.0,1,2.2,3037821.3252,1
191976.39999999997,1,2.2,2780924.9966999996,1
177586.0,1,2.2,2567451.8547,1
170244.59999999998,1,2.2,2463110.7228000006,1
171651.8,1,2.2,2486218.5629999996,1
176271.59999999998,1,2.2,2552794.5393,1
163952.09999999998,1,2.2,2369709.1998,1
138449.8,1,2.2,2002725.6822,1
112283.79999999999,1,2.2,1624881.2175,1
90552.0,1,2.2,1306021.8653999998,1
67160.5,1,2.2,973542.7845,1
45826.899999999994,1,2.2,657644.4872999999,1
41299.899999999994,1,2.2,595756.3797,1
38830.799999999996,1,2.2,560750.0057999999,1
44114.29999999999,1,2.2,636402.0554999999,1
52119.399999999994,1,2.2,752216.5728,1
69974.9,1,2.2,1010163.5981999999,1
93724.7,1,2.2,1357198.8579,1
130046.49999999999,1,2.2,1881234.405,1
150318.2,1,2.2,2174528.6720999996,1
168532.0,1,2.2,2437418.2806,1
170948.19999999998,1,2.2,2474999.8919999995,1
173059.0,1,2.2,2504138.4702,1
181462.3,1,2.2,2628075.7548,1
187396.5,1,2.2,2713957.5842999998,1
182205.8,1,2.2,2640051.0774000003,1
176577.0,1,2.2,2556293.1165,1
180798.59999999998,1,2.2,2621784.6837,1
181502.19999999998,1,2.2,2630813.9346,1
178342.5,1,2.2,2581485.4944,1
174466.19999999998,1,2.2,2525954.0094,1
157712.5,1,2.2,2280029.1291,1
121337.79999999999,1,2.2,1752959.484,1
97893.4,1,2.2,1414294.2144,1
74103.7,1,2.2,1068774.1308,1
63947.899999999994,1,2.2,919294.2359999998,1
51057.5,1,2.2,737770.8951000001,1
49305.0,1,2.2,709525.6902,1
53128.399999999994,1,2.2,765085.2687,1
49305.0,1,2.2,708600.4776,1
80037.9,1,2.2,1151885.9412,1
100667.9,1,2.2,1454327.4519,1
145791.19999999998,1,2.2,2110301.3124,1
181462.3,1,2.2,2624702.6619,1
195494.4,1,2.2,2830573.7028,1
197512.39999999997,1,2.2,2857616.5059,1
209433.7,1,2.2,3032509.7808,1
210137.3,1,2.2,3043250.8623,1
215062.5,1,2.2,3118307.3298,1
231112.59999999998,1,2.2,3348492.3585,1
224820.1,1,2.2,3254959.7325,1
228696.4,1,2.2,3310772.1525,1
222762.19999999995,1,2.2,3226529.1105,1
216469.69999999998,1,2.2,3135843.2925,1
187091.09999999998,1,2.2,2706939.8279999997,1
146853.09999999998,1,2.2,2124782.5752,1
102778.7,1,2.2,1483417.3347,1
70983.9,1,2.2,1028836.4112000001,1
52119.399999999994,1,2.2,751634.1009000001,1
45826.899999999994,1,2.2,659152.1717999999,1
46437.7,1,2.2,665070.5358,1
44725.09999999999,1,2.2,641908.3815,1
53168.3,1,2.2,766931.9481,1
83914.20000000001,1,2.2,1213955.7200999998,1
154898.09999999998,1,2.2,2245050.8487,1
197605.19999999998,1,2.2,2865141.8181,1
248968.09999999998,1,2.2,3605948.6841,1
264009.19999999995,1,2.2,3823708.8941999995,1
258778.59999999998,1,2.2,3747942.5976,1
259787.59999999998,1,2.2,3761760.8538,1
288462.6,1,2.2,4179511.1988,1
289869.8,1,2.2,4196224.9584,1
262203.8,1,2.2,3796308.3672,1
235732.39999999997,1,2.2,3417913.2699,1
208770.0,1,2.2,3024036.7812,1
204548.39999999997,1,2.2,2962879.1045999997,1
221355.0,1,2.2,3207236.3676,1
224820.1,1,2.2,3253562.5491,1
180055.09999999998,1,2.2,2606232.1221,1
140958.8,1,2.2,2040496.4564999999,1
93366.4,1,2.2,1349210.9394,1
66404.0,1,2.2,956945.1447000001,1
51017.6,1,2.2,732639.1491,1
44725.09999999999,1,2.2,642080.6882999999,1
41299.899999999994,1,2.2,596629.1511,1
40543.399999999994,1,2.2,581638.4595,1
55544.59999999999,1,2.2,796731.66,1
90552.0,1,2.2,1309029.7428,1
155601.69999999998,1,2.2,2252656.6956,1
208371.8,1,2.2,3016861.7013,1
248622.8,1,2.2,3601680.3449999997,1
257716.69999999995,1,2.2,3735171.2925,1
249977.09999999998,1,2.2,3620163.9951,1
260889.39999999997,1,2.2,3781772.7902999995,1
269598.1,1,2.2,3905148.2049000002,1
273116.1,1,2.2,3959913.6738,1
249326.4,1,2.2,3613964.6961000003,1
226585.59999999998,1,2.2,3282257.25,1
209831.89999999997,1,2.2,3039415.1631,1
207017.5,1,2.2,2997158.7932999996,1
207362.8,1,2.2,3004240.2282,1
202437.59999999998,1,2.2,2931281.4087,1
174864.4,1,2.2,2532147.6897,1
128639.29999999999,1,2.2,1861649.4897,1
93021.09999999999,1,2.2,1347002.7903,1
69922.0,1,2.2,1007657.6579999999,1
57044.6,1,2.2,823987.9737000001,1
51761.09999999999,1,2.2,747579.2724,1
46437.7,1,2.2,665600.5665000001,1
47141.299999999996,1,2.2,675315.2988,1
58717.3,1,2.2,843297.5726999999,1
93671.79999999999,1,2.2,1350184.8474,1
160832.3,1,2.2,2329218.9747,1
205252.0,1,2.2,2974888.1394,1
255566.0,1,2.2,3700408.3956,1
260889.39999999997,1,2.2,3780044.1036,1
249273.49999999997,1,2.2,3609484.7193,1
242635.7,1,2.2,3514111.0326,1
268536.19999999995,1,2.2,3890438.4483,1
275226.9,1,2.2,3986986.4433,1
262203.8,1,2.2,3796422.6141,1
230807.2,1,2.2,3342414.798,1
218885.89999999997,1,2.2,3168006.6042,1
207668.19999999998,1,2.2,3006422.1566999997,1
204548.39999999997,1,2.2,2963871.7416,1
205955.59999999998,1,2.2,2982080.0754,1
171041.0,1,2.2,2477166.8373000002,1
125519.5,1,2.2,1816147.3842000002,1
90246.6,1,2.2,1304514.1809,1
65049.7,1,2.2,940089.0447,1
52119.399999999994,1,2.2,749847.3543,1
41247.0,1,2.2,591873.8579999999,1
36016.399999999994,1,2.2,515292.8499,1
36016.399999999994,1,2.2,517742.6031,1
48946.7,1,2.2,705218.0201999999,1
84963.09999999998,1,2.2,1226863.7469,1
151074.69999999998,1,2.2,2186945.9991,1
193728.9,1,2.2,2808516.5594999995,1
231112.59999999998,1,2.2,3346469.6264999993,1
252486.09999999998,1,2.2,3660223.4531999994,1
243339.3,1,2.2,3521447.1819,1
242330.3,1,2.2,3510992.6541,1
270301.69999999995,1,2.2,3914523.9423,1
264367.5,1,2.2,3830078.6271,1
254902.3,1,2.2,3691594.5281999996,1
253189.69999999998,1,2.2,3669872.6339999996,1
229705.4,1,2.2,3326888.4569999995,1
206659.2,1,2.2,2995130.4426,1
209075.39999999997,1,2.2,3027709.5381,1
206659.2,1,2.2,2994074.127,1
186785.69999999998,1,2.2,2706059.565,1
147198.4,1,2.2,2129268.1707,1
111181.99999999999,1,2.2,1607142.9815999998,1
81445.09999999999,1,2.2,1174362.6141,1
65395.0,1,2.2,945561.6584999999,1
54230.2,1,2.2,782199.8289,1
51017.6,1,2.2,732363.8328,1
48946.7,1,2.2,703511.8082999999,1
60868.0,1,2.2,880171.2279,1
97588.0,1,2.2,1413906.5240999998,1
169235.59999999998,1,2.2,2450948.1102,1
207322.9,1,2.2,3000170.4165,1
249326.4,1,2.2,3612507.5799000002,1
257676.8,1,2.2,3734794.8396000005,1
239861.2,1,2.2,3474192.042,1
218885.89999999997,1,2.2,3166191.7641000003,1
237750.39999999997,1,2.2,3442751.6696999995,1
229001.8,1,2.2,3317432.1849,1
200725.0,1,2.2,2907941.3289,1
185378.5,1,2.2,2686369.7673,1
175169.8,1,2.2,2534829.6825,1
169235.59999999998,1,2.2,2450365.6382999998,1
169235.59999999998,1,2.2,2446567.3970999997,1
165412.19999999998,1,2.2,2395847.3921999997,1
159425.09999999998,1,2.2,2305854.5472,1
126528.49999999999,1,2.2,1827469.0647,1
96844.5,1,2.2,1396647.7506,1
73400.1,1,2.2,1060913.5695,1
54841.0,1,2.2,788041.404,1
43410.7,1,2.2,627048.7929,1
38087.299999999996,1,2.2,546609.6107999999,1
35671.1,1,2.2,513043.49700000003,1
34914.6,1,2.2,499412.53079999995,1
47234.1,1,2.2,680510.7234,1
65395.0,1,2.2,943862.9382,1
91653.79999999999,1,2.2,1327176.2709,1
127232.09999999998,1,2.2,1838483.5895999998,1
158017.9,1,2.2,2285050.374,1
165412.19999999998,1,2.2,2396560.9671,1
167868.3,1,2.2,2432990.745,1
174864.4,1,2.2,2531812.4406,1
180758.7,1,2.2,2613869.8082999997,1
188100.09999999998,1,2.2,2724355.9251,1
199623.19999999998,1,2.2,2888524.9746,1
185378.5,1,2.2,2686776.1866,1
175169.8,1,2.2,2537182.0449,1
169235.59999999998,1,2.2,2446870.8069,1
173762.59999999998,1,2.2,2517996.0573,1
177678.8,1,2.2,2574168.0741,1
146494.8,1,2.2,2117781.675,1
113292.79999999999,1,2.2,1638180.6804,1
89848.4,1,2.2,1297009.4706,1
65700.4,1,2.2,946455.0318,1
55942.799999999996,1,2.2,805450.0094999999,1
44725.09999999999,1,2.2,644790.7746000001,1
40198.1,1,2.2,577240.8903,1
41299.899999999994,1,2.2,593315.9909999999,1
45428.7,1,2.2,655028.046,1
66456.9,1,2.2,958827.4092,1
100760.69999999998,1,2.2,1457400.8808,1
154539.8,1,2.2,2235238.7256000005,1
178289.59999999998,1,2.2,2577985.0442999997,1
194432.5,1,2.2,2817839.8556999997,1
211849.9,1,2.2,3065356.701,1
218182.3,1,2.2,3160889.5842,1
219947.8,1,2.2,3184121.0357999997,1
224474.8,1,2.2,3250054.6074,1
231816.19999999995,1,2.2,3354511.8591,1
224873.0,1,2.2,3257205.3396,1
226227.3,1,2.2,3275097.1533,1
210535.5,1,2.2,3051881.1854999997,1
204946.59999999998,1,2.2,2968244.9631,1
183918.4,1,2.2,2661505.1469,1
140202.3,1,2.2,2026822.4136,1
98649.9,1,2.2,1426168.4004,1
75563.79999999999,1,2.2,1093406.5115999999,1
55637.399999999994,1,2.2,801953.3052,1
45787.0,1,2.2,656893.4544,1
47234.1,1,2.2,681228.0441,1
44419.7,1,2.2,637773.0182999999,1
60868.0,1,2.2,878159.7332999998,1
92968.19999999998,1,2.2,1339389.4518000002,1
158721.5,1,2.2,2297271.0465,1
200326.8,1,2.2,2900011.4703,1
245450.09999999998,1,2.2,3551937.9939,1
261500.19999999995,1,2.2,3785672.1681,1
257065.99999999997,1,2.2,3726181.3725,1
261593.0,1,2.2,3792285.3779999996,1
287453.6,1,2.2,4164844.5188999996,1
282926.6,1,2.2,4101285.7844999996,1
259389.39999999997,1,2.2,3755939.8806,1
244135.7,1,2.2,3538908.2286,1
223412.89999999997,1,2.2,3232389.4146,1
210482.59999999998,1,2.2,3047781.4074000004,1
221355.0,1,2.2,3204872.7677999996,1
204548.39999999997,1,2.2,2962075.6305,1
169939.2,1,2.2,2461975.7454,1
131453.7,1,2.2,1901656.5065999997,1
98251.7,1,2.2,1419302.349,1
80741.5,1,2.2,1162587.6918000001,1
59420.899999999994,1,2.2,853785.8126999999,1
48641.3,1,2.2,702286.9317,1
44074.399999999994,1,2.2,635089.1526,1
43410.7,1,2.2,625675.9572000001,1
55942.799999999996,1,2.2,806521.3082999999,1
94375.4,1,2.2,1361360.4416999999,1
164708.59999999998,1,2.2,2385936.0054,1
225881.99999999997,1,2.2,3271165.9362,1
253853.39999999997,1,2.2,3677883.0273,1
264009.19999999995,1,2.2,3824379.3924000002,1
247959.09999999998,1,2.2,3593130.5565,1
253189.69999999998,1,2.2,3670728.5493,1
280417.6,1,2.2,4063183.5069,1
