q,user-throughput,QoE,total rev,rev in percentage,ed,eb,U,ce,Objective
0.65835,305768.68245,0.95,676559.9448999999,1.0,7381.699999999999,"0    8059.70426
Name: MinCarbonBudget, dtype: float64",464447,2945741.2019999996,0.975
0.47024999999999917,279239.1524999995,0.9,617859.304999999,1.0,6257.099999999999,"0    7973.19116
Name: MinCarbonBudget, dtype: float64",593810,2524051.5689999997,0.95
0.47024999999999917,255559.24349999955,0.9,565463.8869999992,1.0,5593.5,"0    7831.849373
Name: MinCarbonBudget, dtype: float64",543454,2297082.645,0.95
0.47024999999999917,253925.12474999955,0.9,561848.1494999991,1.0,5780.0,"0    7824.989859
Name: MinCarbonBudget, dtype: float64",539979,2375753.4,0.95
0.6583500000000008,266179.46355000034,0.95,588962.7471000007,1.0,6505.5,"0    7675.047921
Name: MinCarbonBudget, dtype: float64",404313,2726194.83,0.975
0.6583500000000031,258671.6401500012,0.95,572350.5403000024,1.0,7448.5999999999985,"0    7580.620302
Name: MinCarbonBudget, dtype: float64",392909,3160292.007999999,0.975
0.6583499999999999,223687.57949999996,0.95,494942.9589999999,1.0,5456.7,"0    7625.01027
Name: MinCarbonBudget, dtype: float64",339770,2301690.627,0.975
0.6583500000000018,231965.67240000062,0.95,513259.5048000013,1.0,5549.5,"0    7642.040492
Name: MinCarbonBudget, dtype: float64",352344,2335618.065,0.975
0.65835,258557.08724999998,0.95,572097.0745000001,1.0,7448.5999999999985,"0    7838.529884
Name: MinCarbonBudget, dtype: float64",392735,3056309.551999999,0.975
0.47024999999999917,248692.18274999957,0.9,550269.4654999991,1.0,5580.5,"0    8152.659202
Name: MinCarbonBudget, dtype: float64",528851,2201563.055,0.95
0.4702499999999992,315690.11099999945,0.9,698512.621999999,1.0,6866.099999999999,"0    8351.003744
Name: MinCarbonBudget, dtype: float64",671324,2644409.7539999997,0.95
0.3465,309804.26399999997,0.85,744781.968,1.0,8152.299999999999,"0    8435.547582
Name: MinCarbonBudget, dtype: float64",894096,3108308.9439999997,0.925
