q,user-throughput,QoE,total rev,rev in percentage,ed,eb,U,ce,Objective
0.8464499999999999,393131.16315,1.0,869862.7862999998,1.0,15372.5,"0    97475.241859
Name: AVGCarbonBudget, dtype: float64",464447,6134549.85,1.0
0.8464500000000003,502630.4745000001,1.0,1112146.7490000003,1.0,19568.1,"0    96428.939776
Name: AVGCarbonBudget, dtype: float64",593810,7893575.858999999,1.0
0.8464500000000003,460006.63830000017,1.0,1017834.9966000003,1.0,18160.899999999998,"0    94719.531537
Name: AVGCarbonBudget, dtype: float64",543454,7458136.802999999,1.0
0.8464500000000001,457065.2245500001,1.0,1011326.6691000002,1.0,17550.1,"0    94636.57158
Name: AVGCarbonBudget, dtype: float64",539979,7213617.602999999,1.0
0.8464500000000003,342230.7388500001,1.0,757237.8177000002,1.0,13633.9,"0    92823.151855
Name: AVGCarbonBudget, dtype: float64",404313,5713422.134,1.0
0.8464500000000001,332577.82305000006,1.0,735879.2661000001,1.0,12930.3,"0    91681.130424
Name: AVGCarbonBudget, dtype: float64",392909,5486067.683999999,1.0
0.8464500000000003,287598.3165000001,1.0,636355.2330000001,1.0,11217.699999999999,"0    92217.989181
Name: AVGCarbonBudget, dtype: float64",339770,4731738.037,1.0
0.8464500000000003,298241.5788000001,1.0,659905.0776000002,1.0,11563.0,"0    92423.955179
Name: AVGCarbonBudget, dtype: float64",352344,4866519.81,1.0
0.8464499999999999,332430.54075,1.0,735553.3814999999,1.0,12943.3,"0    94800.326614
Name: AVGCarbonBudget, dtype: float64",392735,5310894.856,1.0
0.8464500000000003,447645.92895000015,1.0,990485.0379000002,1.0,17457.3,"0    98599.452527
Name: AVGCarbonBudget, dtype: float64",528851,6887079.4229999995,1.0
0.8464500000000003,568242.1998000002,1.0,1257322.7196000002,1.0,22037.199999999997,"0    100998.260415
Name: AVGCarbonBudget, dtype: float64",671324,8487407.207999999,1.0
0.8464500000000003,756807.5592000003,1.0,1674552.3984000005,1.0,29073.199999999997,"0    102020.745951
Name: AVGCarbonBudget, dtype: float64",894096,11085029.695999999,1.0
0.8464500000000001,869153.4819000001,1.0,1923134.9238000002,1.0,33560.299999999996,"0    100993.015932
Name: AVGCarbonBudget, dtype: float64",1026822,12926085.148,1.0
0.8464500000000003,934747.4317500003,1.0,2068271.5635000006,1.0,36016.399999999994,"0    98372.540631
Name: AVGCarbonBudget, dtype: float64",1104315,14241604.887999998,1.0
0.8464500000000003,975142.5651000002,1.0,2157651.9702000003,1.0,37423.59999999999,"0    95283.338273
Name: AVGCarbonBudget, dtype: float64",1152038,15277810.463999996,1.0
0.8464500000000003,1024808.0188500003,1.0,2267544.3777,1.0,39494.5,"0    95171.437699
Name: AVGCarbonBudget, dtype: float64",1210713,16142192.040000001,1.0
0.8464500000000001,1095266.5168500002,1.0,2423444.5737,1.0,42003.5,"0    95886.97714
Name: AVGCarbonBudget, dtype: float64",1293953,17039559.845,1.0
0.8464499999999999,1216835.35875,1.0,2692434.2174999993,1.0,46543.5,"0    96586.968978
Name: AVGCarbonBudget, dtype: float64",1437575,18744463.755000003,1.0
0.8464500000000003,1249712.3232000005,1.0,2765179.526400001,1.0,47937.7,"0    96998.828029
Name: AVGCarbonBudget, dtype: float64",1476416,19223976.453999996,1.0
0.8464500000000001,1285273.3806000003,1.0,2843863.8012,1.0,49305.0,"0    96948.059757
Name: AVGCarbonBudget, dtype: float64",1518428,19782645.150000002,1.0
0.8464500000000003,1211780.3593500003,1.0,2681249.2587,1.0,46530.5,"0    98178.874347
Name: AVGCarbonBudget, dtype: float64",1431603,18435384.099999998,1.0
0.8464500000000003,1206393.5515500004,1.0,2669330.1231000004,1.0,46490.6,"0    99895.914164
Name: AVGCarbonBudget, dtype: float64",1425239,18102974.733999997,1.0
0.8464500000000003,1202154.5299500003,1.0,2659950.6399000008,1.0,46437.7,"0    100176.332775
Name: AVGCarbonBudget, dtype: float64",1420231,18031758.91,1.0
0.8464500000000003,1028653.4412000004,1.0,2276052.9624000005,1.0,39494.5,"0    99696.209387
Name: AVGCarbonBudget, dtype: float64",1215256,15409569.065000001,1.0
0.8464500000000003,817525.1106000002,1.0,1808899.2612000005,1.0,31489.399999999994,"0    99867.702224
Name: AVGCarbonBudget, dtype: float64",965828,12265121.299999997,1.0
0.8464500000000003,611755.6549500002,1.0,1353602.8899000003,1.0,23749.8,"0    100671.523633
Name: AVGCarbonBudget, dtype: float64",722731,9176685.222,1.0
0.8464500000000003,458240.09715000016,1.0,1013926.2543000001,1.0,17855.5,"0    100702.798603
Name: AVGCarbonBudget, dtype: float64",541367,6897043.984999999,1.0
0.8464500000000003,362218.8091500001,1.0,801464.4783000002,1.0,14337.5,"0    99342.297519
Name: AVGCarbonBudget, dtype: float64",427927,5613991.5,1.0
0.8464500000000001,301102.57980000007,1.0,666235.4796000001,1.0,11921.3,"0    97229.159938
Name: AVGCarbonBudget, dtype: float64",355724,4769354.490999999,1.0
0.8464500000000001,279914.24340000004,1.0,619353.0468000001,1.0,10859.399999999998,"0    95283.338273
Name: AVGCarbonBudget, dtype: float64",330692,4433241.455999999,1.0
0.8464500000000003,290630.30040000007,1.0,643063.9608,1.0,11523.099999999999,"0    92934.035781
Name: AVGCarbonBudget, dtype: float64",343352,4823108.736,1.0
0.8464500000000001,365889.01635000005,1.0,809585.3727000002,1.0,14337.5,"0    90702.024009
Name: AVGCarbonBudget, dtype: float64",432263,6148780.25,1.0
0.8464500000000001,534801.4996500001,1.0,1183330.0593,1.0,20669.9,"0    90571.086003
Name: AVGCarbonBudget, dtype: float64",631817,8877308.652,1.0
0.8464500000000003,727608.4200000003,1.0,1609944.8400000003,1.0,27971.399999999998,"0    90860.923633
Name: AVGCarbonBudget, dtype: float64",859600,11974836.054,1.0
0.8464500000000003,989867.4093000003,1.0,2190232.9386000005,1.0,38087.299999999996,"0    91135.537267
Name: AVGCarbonBudget, dtype: float64",1169434,16256421.385999998,1.0
0.8464500000000003,1177188.4872000003,1.0,2604709.4544000006,1.0,45123.3,"0    91459.100459
Name: AVGCarbonBudget, dtype: float64",1390736,19191390.723,1.0
0.84645,1216324.9494,1.0,2691304.8588000005,1.0,46543.5,"0    90063.602724
Name: AVGCarbonBudget, dtype: float64",1436972,20102137.65,1.0
0.8464500000000003,1289182.2867000003,1.0,2852512.853400001,1.0,49650.3,"0    88381.509626
Name: AVGCarbonBudget, dtype: float64",1523046,21852090.036000002,1.0
0.8464500000000003,1351004.4553500004,1.0,2989303.8507000003,1.0,51761.09999999999,"0    86759.161406
Name: AVGCarbonBudget, dtype: float64",1596083,23207089.185,1.0
