q,user-throughput,QoE,total rev,rev in percentage,ed,eb,U,ce,Objective
0.8464500000000001,393131.1631500001,1.0,869862.7863,1.0,15346.5,22197.382619155014,464447,6124174.29,1.0
0.8464500000000003,502630.4745000001,1.0,1112146.7490000003,1.0,19568.1,26864.56768883711,593810,7893575.858999999,1.0
0.8464500000000003,460006.63830000017,1.0,1017834.9966000002,1.0,18160.899999999998,21617.3806900918,543454,7458136.802999999,1.0
0.6583500000000013,355495.1746500007,0.95,786587.4093000015,1.0,9824.8,17282.07979466219,539979,4038287.5439999993,0.975
0.8464499999999986,342230.73884999944,1.0,757237.817699999,1.0,13633.9,14068.61882546652,404313,5713422.134,1.0
0.8464499999999984,332577.82304999937,1.0,735879.2660999987,1.0,12930.3,13074.223444423495,392909,5486067.683999999,1.0
0.8464500000000003,287598.3165000001,1.0,636355.2330000001,1.0,11217.699999999999,12210.727472084587,339770,4731738.037,1.0
0.8464500000000003,298241.5788000001,1.0,659905.0776000002,1.0,11563.0,13380.896761470287,352344,4866519.81,1.0
0.8464500000000001,332430.54075000004,1.0,735553.3815000001,1.0,12930.3,14675.581529050498,392735,5305560.6959999995,1.0
0.8464500000000003,447645.92895000015,1.0,990485.0379000001,1.0,17457.3,19531.27561785506,528851,6887079.4229999995,1.0
0.8464500000000003,568242.1998000002,1.0,1257322.7196000002,1.0,22037.199999999997,25877.950342732507,671324,8487407.207999999,1.0
0.8464500000000003,756807.5592000003,1.0,1674552.3984000005,1.0,29073.199999999997,33737.54421947125,894096,11085029.695999999,1.0
0.8464500000000003,869153.4819000002,1.0,1923134.9238000002,1.0,33560.299999999996,37895.562114445944,1026822,12926085.148,1.0
0.8464500000000003,934747.4317500003,1.0,2068271.5635000006,1.0,36016.399999999994,45668.82340802185,1104315,14241604.887999998,1.0
0.8464500000000004,975142.5651000005,1.0,2157651.9702000003,1.0,37423.59999999999,48714.344226435416,1152038,15277810.463999996,1.0
0.8464500000000004,1024808.0188500005,1.0,2267544.3777,1.0,39494.5,49651.96942160893,1210713,16142192.040000001,1.0
0.8464500000000001,1095266.5168500002,1.0,2423444.5737,1.0,42003.5,52153.62597184903,1293953,17039559.845,1.0
0.8464500000000003,1216835.3587500004,1.0,2692434.2175000003,1.0,46530.5,56039.88856057408,1437575,18739228.265,1.0
0.8464500000000003,1249712.3232000005,1.0,2765179.526400001,1.0,47937.7,57858.33778863898,1476416,19223976.453999996,1.0
0.8464500000000001,1285273.3806000003,1.0,2843863.8012,1.0,49305.0,59488.576457393516,1518428,19782645.150000002,1.0
0.8464500000000003,1211780.3593500003,1.0,2681249.2587,1.0,46530.5,60072.5056486623,1431603,18435384.099999998,1.0
0.8464500000000003,1206393.5515500004,1.0,2669330.1231000004,1.0,46490.6,62870.11607899536,1425239,18102974.733999997,1.0
0.8464500000000003,1202154.5299500003,1.0,2659950.6399000008,1.0,46437.7,62143.29275817667,1420231,18031758.91,1.0
0.8464500000000003,1028653.4412000004,1.0,2276052.9624000005,1.0,39494.5,53760.20405976882,1215256,15409569.065000001,1.0
0.8464500000000003,817525.1106000002,1.0,1808899.2612000005,1.0,31489.399999999994,40958.906225930674,965828,12265121.299999997,1.0
0.8464500000000003,611755.6549500002,1.0,1353602.8899000003,1.0,23749.8,28857.69028701571,722731,9176685.222,1.0
0.8464500000000003,458240.09715000016,1.0,1013926.2543000001,1.0,17855.5,23600.50851735833,541367,6897043.984999999,1.0
0.8464500000000003,362218.8091500001,1.0,801464.4783000002,1.0,14337.5,15101.777249974462,427927,5613991.5,1.0
0.8464500000000001,301102.57980000007,1.0,666235.4796000001,1.0,11921.3,12739.288244557203,355724,4769354.490999999,1.0
0.8464500000000001,279914.24340000004,1.0,619353.0468000001,1.0,10859.399999999998,12161.109972075248,330692,4433241.455999999,1.0
0.8464500000000003,290630.30040000007,1.0,643063.9608000001,1.0,11523.099999999999,13323.150272362383,343352,4823108.736,1.0
0.8464500000000001,365889.01635000005,1.0,809585.3727000002,1.0,14337.5,15440.820449563958,432263,6148780.25,1.0
0.8464500000000001,534801.4996500001,1.0,1183330.0593,1.0,20669.9,22398.804973456266,631817,8877308.652,1.0
0.8464500000000003,727608.4200000003,1.0,1609944.8400000003,1.0,27971.399999999998,34979.55670271659,859600,11974836.054,1.0
0.8464500000000004,989867.4093000004,1.0,2190232.9386000005,1.0,38087.299999999996,45170.85088561923,1169434,16256421.385999998,1.0
0.8464500000000003,1177188.4872000003,1.0,2604709.4544000006,1.0,45123.3,53563.8711998307,1390736,19191390.723,1.0
0.8464500000000003,1216324.9494000003,1.0,2691304.8588000005,1.0,46530.5,54680.71962028248,1436972,20096522.95,1.0
0.8464500000000004,1289182.2867000005,1.0,2852512.853400001,1.0,49650.3,56210.94887076252,1523046,21852090.036000002,1.0
0.8464500000000003,1351004.4553500004,1.0,2989303.8507000003,1.0,51761.09999999999,57951.504672688745,1596083,23207089.185,1.0
0.8464500000000003,1304122.9756500004,1.0,2885571.4113000007,1.0,50314.0,55344.85074953154,1540697,22554759.919999998,1.0
0.8464500000000001,1286983.2096000002,1.0,2847647.0592,1.0,49610.399999999994,51641.556761943924,1520448,21712983.768,1.0
0.6583500000000014,1007137.9048500021,0.95,2228446.549700004,1.0,28608.3,49454.556281805875,1529791,12255223.554,0.975
0.6583500000000014,971843.1030000021,0.95,2150351.406000004,1.0,26938.6,46762.58642449672,1476180,11427892.892,0.975
0.6583500000000014,966704.0229000021,0.95,2138980.4058000045,1.0,27457.299999999996,46128.58262084646,1468374,11593295.779,0.975
