timestamp,de
10407,644775
10408,836218
10409,997231
10410,1120441
10411,1163986
10412,1118384
10413,1144890
10414,1079990
10415,1108083
10416,1120660
10417,1116404
10418,1113374
10419,1273219
10420,1382366
10421,1278277
10422,1067052
10423,835120
10500,588484
10501,414653
10502,362211
10503,306336
10504,344356
10505,339857
10506,460580
10507,615807
10508,879157
10509,1160217
10510,1336445
10511,1454956
10512,1387752
10513,1372991
10514,1520564
10515,1501110
10516,1576478
10517,1511466
10518,1591606
10519,1791123
10520,1769679
10521,1497496
10522,1044011
10523,760438
10600,566413
10601,517793
10602,480219
10603,435409
10604,466266
10605,546430
10606,793855
10607,1254008
10608,1626404
10609,1809747
10610,1908839
10611,1927063
10612,1949346
10613,2021331
10614,1974480
10615,1839378
10616,1595937
10617,1468672
10618,1505163
10619,2062628
10620,1740414
10621,1495158
10622,1211862
10623,850923
10700,678895
10701,481918
10702,372243
10703,372066
10704,376182
10705,473169
10706,755857
10707,1257168
10708,1740483
10709,1879484
10710,1888535
10711,1957010
10712,2022767
10713,2056792
10714,1983694
10715,1822490
10716,1626735
10717,1526214
10718,1568298
10719,1734590
10720,1691549
10721,1469587
10722,1114339
10723,839236
10800,623398
10801,588403
10802,529622
10803,457444
10804,416937
10805,477062
10806,714199
10807,1176644
10808,1550930
10809,1754245
10810,1799532
10811,1832987
10812,1948818
10813,1980460
10814,1957505
10815,1819635
10816,1606909
10817,1504182
10818,1528367
10819,1595055
10820,1642059
10821,1445134
10822,1243692
10823,885947
10900,555190
10901,403183
10902,357181
10903,308383
10904,305236
10905,415244
10906,694779
10907,1217856
10908,1475740
10909,1710565
10910,1815452
10911,1694945
10912,1740806
10913,1859684
10914,1899772
10915,1700041
10916,1521734
10917,1391642
10918,1375784
10919,1553326
10920,1600146
10921,1415209
10922,1059460
10923,795404
101000,562160
101001,421481
101002,350963
101003,342586
101004,346247
101005,423702
101006,702953
101007,1142159
101008,1426603
101009,1676773
101010,1754455
101011,1612977
101012,1572408
101013,1589268
101014,1559361
101015,1474376
101016,1415833
101017,1334425
101018,1299119
101019,1380550
101020,1421576
101021,1347444
101022,1102941
101023,866426
101100,636014
101101,508450
101102,433401
101103,411141
101104,420023
101105,402626
101106,497920
101107,655908
101108,841025
101109,1055434
101110,1272696
101111,1212665
101112,1219746
101113,1283284
101114,1245715
101115,1326508
101116,1349793
101117,1313571
101118,1305000
101119,1362178
101120,1391558
101121,1331199
101122,1314249
101123,937965
101200,749790
101201,587495
101202,476129
101203,422906
101204,421079
101205,417747
101206,499854
101207,682172
101208,952443
101209,1235187
101210,1401373
101211,1470047
101212,1405377
101213,1409075
101214,1469273
101215,1502844
101216,1603569
101217,1626667
101218,1704411
101219,1748285
101220,1709809
101221,1595518
101222,1217429
101223,860341
101300,620351
101301,483761
101302,467220
101303,423495
101304,414699
101305,509551
101306,783336
101307,1218205
101308,1616900
101309,1885450
101310,1998397
101311,2025053
101312,2101110
101313,2193516
101314,2119748
101315,1946196
101316,1732477
101317,1540384
101318,1592721
101319,1775674
101320,1757835
101321,1530894
101322,1181468
101323,863111
101400,681262
101401,495187
101402,396756
101403,369247
101404,417497
101405,512833
101406,818719
101407,1327277
101408,1658364
101409,1876907
101410,1897144
101411,1850725
101412,1906572
101413,2078923
101414,1970860
101415,1836642
101416,1625200
101417,1636555
101418,1947059
101419,1744179
101420,1760721
101421,1511941
