MaxCarbonBudget,MinCarbonBudget,AVGCarbonBudget 
13480782.158,588784.566,7034783.362
13434602.817999998,578235.502,7006419.159999999
12532952.024999999,540490.005,6536721.015
12290401.617999997,527595.75,6408998.6839999985
12411687.0,535639.5,6473663.25
13434345.081,581266.477,7007805.779
15678693.842999998,681028.464,8179861.153499999
18349263.084999997,796947.355,9573105.219999999
18871081.979999997,816011.76,9843546.87
18525822.048,806504.0639999999,9666163.056
17918895.55,786874.83,9352885.19
18831781.608,828181.5719999999,9829981.59
15910124.834999999,685302.915,8297713.875
11251675.469999999,494094.02,5872884.744999999
8228520.911999999,361977.76599999995,4295249.339
5285186.063999999,233668.36800000002,2759427.2159999995
3713190.7699999996,166117.03600000002,1939653.9029999997
2984830.4519999996,133079.26,1558954.8559999997
2761183.26,115766.64,1438474.95
2481235.9349999996,111133.318,1296184.6264999998
2638541.329,121842.16500000001,1380191.747
3174730.455,143650.528,1659190.4915
4140112.5199999996,176512.76,2158312.6399999997
5555580.6959999995,244313.172,2899946.934
5949809.679,259209.379,3104509.5289999996
6261558.192,271321.05600000004,3266439.624
6617148.504,286724.52,3451936.512
6822539.289999999,295347.675,3558943.4824999995
6986881.559999999,302087.39999999997,3644484.4799999995
7592659.3209999995,331330.712,3961995.0165
7705388.051999999,330767.86,4018077.956
8683607.152999999,378937.816,4531272.484499999
10385862.858000001,452538.828,5419200.843
9994641.36,437142.816,5215892.0879999995
9600176.55,420807.252,5010491.901000001
10122539.217999998,442237.77400000003,5282388.495999999
9915780.736000001,430157.552,5172969.144
8766790.864999998,386209.18,4576500.022499999
6900064.181999999,298002.124,3599033.1529999995
5319825.983999999,229007.81699999998,2774416.9004999995
4410721.8,195006.59999999998,2302864.1999999997
3436500.552,153358.75199999998,1794929.652
3564675.1779999994,159078.728,1861876.9529999997
3449225.052,156258.648,1802741.85
4255322.76,193587.336,2224455.048
4520231.1,196650.3,2358440.6999999997
5216692.4399999995,229229.433,2722960.9365
6929364.755999999,305955.858,3617660.3069999996
8245763.336999999,356558.244,4301160.7905
9742474.241999999,419015.364,5080744.802999999
9499160.09,414526.13300000003,4956843.1115
9862057.030000001,423877.29300000006,5142967.1615
10242457.874,442730.167,5342594.0205
10812974.669999998,472401.80999999994,5642688.239999999
13793608.319999998,592857.792,7193233.055999999
18952758.792,829527.623,9891143.2075
21587395.28,938302.8599999999,11262849.07
22186386.0,969132.6,11577759.3
22163304.246,954581.112,11558942.679
23542867.673,1018982.601,12280925.137
22408991.696000002,972286.9130000001,11690639.3045
16783520.354999997,720463.275,8751991.814999998
12567360.665999997,558069.908,6562715.286999999
9140240.636999998,407685.23099999997,4773962.933999999
6338092.2469999995,277452.554,3307772.4004999995
5289680.522,233757.95,2761719.236
5233538.925,233338.375,2733438.65
5679882.74,251001.5,2965442.12
6193783.981,278572.448,3236178.2145
9876038.275999999,438328.62,5157183.447999999
15397957.427999998,667352.352,8032654.889999999
15477371.064,669662.488,8073516.776
16269604.029,708739.038,8489171.533499999
15983951.112,692491.116,8338221.114
15529623.548999999,680819.073,8105221.311
16648053.408,724542.4480000001,8686297.928
19149349.506,830319.412,9989834.459
20868948.125,899675.4550000001,10884311.79
23089873.211999997,993805.6680000001,12041839.44
23745767.5,1024773.7500000001,12385270.625
24202268.999999996,1054005.0,12628136.999999998
25186881.095999997,1085409.4679999999,13136145.281999998
25197947.213999994,1091679.677,13144813.445499998
24332187.857999995,1059703.896,12695945.876999998
19746934.83,859764.333,10303349.5815
13314838.034999998,576938.9249999999,6945888.4799999995
9095046.556,398619.20099999994,4746832.8785
6711037.488,289857.042,3500447.265
5619785.58,248877.55500000002,2934331.5675
4940575.870999999,216386.548,2578481.2095
5577409.75,245821.5,2911615.625
6107181.927999999,272541.728,3189861.8279999997
7740410.08,335737.335,4038073.7075
11228522.076,488824.779,5858673.427499999
15437622.538,673671.536,8055647.0370000005
16608541.051999997,717904.066,8663222.558999998
17209665.0,745470.0,8977567.5
16819900.928999998,731416.9589999999,8775658.943999998
16648782.588,728411.952,8688597.27
17635087.553999998,770231.79,9202659.671999998
19906104.678,867946.872,10387025.775
22319617.674,969095.3699999999,11644356.522
26136834.200999998,1143530.004,13640182.1025
27143931.343999997,1186462.912,14165197.127999999
27328995.499999996,1179411.75,14254203.624999998
27514707.371999998,1204443.234,14359575.303
29136902.92,1272740.972,15204821.946
29877460.956,1301526.632,15589493.794
26179801.066,1148533.7,13664167.383
20627117.622,885456.71,10756287.166000001
14189424.258000001,630349.9920000001,7409887.125000001
10582619.52,465016.464,5523817.992
8713293.319999998,377180.52,4545236.919999999
7485515.666999999,320048.856,3902782.2614999996
8035488.785999998,365967.498,4200728.141999999
8042609.961999999,367126.483,4204868.2225
9734051.611999998,428105.332,5081078.471999999
12416981.112,540563.398,6478772.255
17166756.740000002,740734.04,8953745.39
17912698.999999996,773041.4999999999,9342870.249999998
17855639.891999997,781213.968,9318426.929999998
16402761.864,709458.8219999999,8556110.343
15369229.682,670058.043,8019643.8625
15756271.299999997,681546.9779999999,8218909.138999999
17074445.055999998,737730.6399999999,8906087.848
18280986.933000002,789017.2179999999,9535002.0755
20209412.384999998,876095.9929999998,10542754.189
20710232.0,893772.0,10802002.0
20553815.198999997,884001.7579999999,10718908.4785
21523868.387999997,940204.188,11232036.287999999
21797653.439999998,943909.0120000001,11370781.226
22151474.435999997,964693.22,11558083.827999998
18900725.115,822828.445,9861776.78
13253134.881999996,583557.608,6918346.244999997
8933274.818,396485.91000000003,4664880.364
6475584.636,286777.431,3381181.0335
5441042.669999999,243415.956,2842229.3129999996
5178567.051000001,239464.402,2709015.7265000003
5263583.0,225962.36000000002,2744772.68
5076582.665000001,224340.875,2650461.7700000005
6032900.114999999,262637.874,3147768.9944999996
8343405.377999999,359119.453,4351262.415499999
11201073.344999999,488939.445,5845006.395
11573781.959999999,497778.31999999995,6035780.14
12618668.399999999,545594.595,6582131.4975
12310441.884,530509.122,6420475.503
11932336.943999998,522256.586,6227296.764999999
12649072.763999999,545102.162,6597087.4629999995
13756737.122,599757.603,7178247.3625
14440188.756000001,621516.684,7530852.720000001
15534562.823999995,679919.431,8107241.127499998
17590587.229999997,767621.351,9179104.290499998
18046296.417,783788.8709999999,9415042.644
18318839.688,789760.476,9554300.082
18569361.051999997,810531.678,9689946.364999998
19717558.417999998,852291.3189999999,10284924.868499998
17698147.786,762319.114,9230233.45
12380882.399999999,538696.509,6459789.454499999
8618044.95,370940.57499999995,4494492.762499999
6555509.181,285194.01300000004,3420351.597
5496818.878999999,245303.40399999998,2871061.1414999994
6621938.379,292651.401,3457294.8899999997
6337064.4459999995,283443.96200000006,3310254.204
6235726.624,278911.328,3257318.976
6949166.055,306662.616,3627914.3355
8291631.719999999,365894.36699999997,4328763.0435
11081380.013999999,482417.352,5781898.682999999
11966673.423,522805.08900000004,6244739.256
11917338.572,522825.4,6220081.9860000005
12164235.731999997,526809.36,6345522.545999998
11348396.456,496170.887,5922283.6715
11596797.287999999,506645.784,6051721.535999999
11950409.365999999,522094.53800000006,6236251.952
12132054.088,530700.478,6331377.283
13163813.389999999,578560.3949999999,6871186.892499999
15332803.884,658188.6199999999,7995496.251999999
16007527.052999998,707589.295,8357558.173999999
15719980.936999999,687988.725,8203984.830999999
15932323.62,683924.1,8308123.859999999
16695166.05,731803.932,8713484.991
15186235.491,661121.013,7923678.252
12336476.469999999,543050.74,6439763.6049999995
9072873.524,404723.583,4738798.5535
6719583.023999999,295528.46400000004,3507555.7439999995
5241030.606000001,224084.20800000004,2732557.407
4257201.613,187979.855,2222590.734
3926673.5039999997,175071.52000000002,2050872.5119999999
3685616.448,169861.44,1927738.944
3965556.154,175243.15,2070399.652
4358583.0,194508.0,2276545.5
5457936.959999999,240855.55200000003,2849396.2559999996
6503999.9399999995,286339.62,3395169.78
7518716.754000001,328225.836,3923471.2950000004
7942051.998,346003.398,4144027.698
7761997.232999999,338159.133,4050078.1829999997
8078032.8,351478.02300000004,4214755.411499999
8963671.719999999,389372.576,4676522.147999999
9172249.215,402682.368,4787465.7915
10544039.537,456886.26600000006,5500462.901500001
12090987.281999998,530356.65,6310671.965999999
13279049.73,586980.9500000001,6933015.34
13628521.425999999,591990.19,7110255.807999999
13604223.716999998,592246.956,7098235.336499999
14183953.831,616039.1529999999,7399996.492000001
13674708.301999997,593996.8979999999,7134352.599999999
10709175.821,460516.326,5584846.0735
7880713.364999998,350092.26,4115402.812499999
5696651.714,249814.178,2973232.946
4074279.2229999993,181178.109,2127728.6659999997
3138998.8140000002,145151.82799999998,1642075.321
2797341.102,124720.01,1461030.5559999999
2798892.738,124789.19,1461840.964
2699200.125,120344.375,1409772.25
3237149.914,141707.54799999998,1689428.731
3945082.6349999993,171590.09,2058336.3624999996
5242241.424,232788.512,2737514.968
6530637.51,286181.475,3408409.4924999997
7137313.394999999,313421.78699999995,3725367.590999999
7487077.191,325944.11299999995,3906510.652
8198570.165999999,353456.157,4276013.161499999
8438261.25,367300.75,4402781.0
8626836.023999998,375562.632,4501199.327999999
8694995.282,378028.154,4536511.717999999
9695371.640999999,416989.522,5056180.581499999
11311776.378,492631.363,5902203.8705
12175853.51,529253.39,6352553.45
12673643.345999997,551935.1699999999,6612789.2579999985
12519036.320999999,541790.76,6530413.540499999
11723912.928,510574.56,6117243.744
9017185.879999999,390719.39999999997,4703952.64
6688175.526000001,294120.357,3491147.9415
4601108.899999999,207462.506,2404285.7029999997
4616676.958,196835.682,2406756.32
3386660.875,145387.255,1766024.065
3350667.2639999995,148070.4,1749368.8319999997
3692878.154,163193.15,1928035.652
4628880.585999999,202734.96800000002,2415807.777
7058392.163999999,303809.51399999997,3681100.8389999997
9305299.145,404212.51600000006,4854755.8305
10482335.603999998,451183.95399999997,5466759.778999999
13129646.842,573448.4339999999,6851547.638
14040327.248,610546.608,7325436.927999999
12684685.048,545958.472,6615321.76
12516909.552,544750.312,6530829.932
12908969.551999997,560542.48,6734756.015999999
13237059.359999998,571794.72,6904427.039999999
14399790.930999998,620203.932,7509997.431499999
15260782.445999999,664604.67,7962693.557999999
16247291.678999998,698781.918,8473036.7985
17330590.384,757722.418,9044156.401
18135536.904,789702.4800000001,9462619.692
18486190.264,803508.018,9644849.140999999
15211846.559999999,658722.2379999999,7935284.398999999
10494104.818999998,455905.725,5475005.271999999
7166311.279999999,316236.05799999996,3741273.6689999998
5163797.88,228301.56,2696049.7199999997
4152237.0079999994,181765.85599999997,2167001.4319999996
3830119.749999999,164424.66999999998,1997272.2099999995
3493120.545,155741.47499999998,1824431.01
3786638.3549999995,168828.02500000002,1977733.1899999997
4773132.176999999,209052.876,2491092.5264999997
7142879.008000001,315784.64,3729331.8240000005
9036831.118999999,395499.07500000007,4716165.096999999
8934505.631000001,390276.481,4662391.056000001
9969599.822,432521.649,5201060.7355
10400292.675,450128.34,5425210.5075
10485537.162999999,457427.10899999994,5471482.135999999
11000610.656999998,481295.028,5740952.842499999
12172783.616999999,528531.642,6350657.6295
12431140.259999998,541395.12,6486267.689999999
14221206.504,617506.416,7419356.46
16058646.824,694134.892,8376390.857999999
17492627.051999997,752923.102,9122775.077
17923316.096999995,770866.274,9347091.185499998
18272323.588,789821.054,9531072.321
18587708.5,802172.25,9694940.375
16504234.919999998,710380.42,8607307.67
12972141.702,573414.53,6772778.115999999
9283637.599999998,409820.4,4846728.999999999
7070855.991999999,310977.512,3690916.7519999994
6048306.136,270528.392,3159417.264
5474556.945,247713.31200000003,2861135.1285
5293634.353,233932.675,2763783.514
5492552.954,242723.15000000002,2867638.052
6574319.416999999,287793.49400000006,3431056.4554999997
9290828.95,412355.25,4851592.1
12054433.904,523103.5960000001,6288768.75
13296908.978999998,571888.5179999999,6934398.748499999
13489099.259999998,587303.6259999999,7038201.442999999
12883929.559999999,562788.196,6723358.878
12226448.904,535206.988,6380827.9459999995
13218783.509999998,573553.824,6896168.666999999
15083506.070999999,657058.041,7870282.055999999
16533821.747999996,717458.4539999999,8625640.100999998
18101236.437999997,794119.1,9447677.769
18898393.689,827565.746,9862979.7175
18277806.617,792165.9280000001,9534986.272499999
18871975.689,814313.094,9843144.3915
19032476.975999996,829264.6639999999,9930870.819999998
20243274.877999995,879298.144,10561286.510999998
19209703.35,828167.325,10018935.3375
14862782.739999996,639689.5049999999,7751236.122499999
11199821.183999998,486885.12,5843353.151999999
8254028.089,351917.031,4302972.56
6978586.198,305490.436,3642038.317
5998379.875,257506.73500000002,3127943.305
5851533.540999999,258586.975,3055060.2579999994
5402088.299999999,240112.25,2821100.2749999994
6451705.719,284544.28799999994,3368125.0034999996
9361597.719999999,409510.56999999995,4885554.145
12806355.919999998,551181.5399999999,6678768.729999999
14444108.386999998,627417.813,7535763.099999999
15311058.79,658078.7490000001,7984568.7694999995
15036476.315999998,658214.602,7847345.458999999
13693897.664,600764.8,7147331.232000001
14468221.897999998,624437.0599999999,7546329.478999999
15620993.0,674140.5,8147566.75
16074038.9,701441.9299999999,8387740.415
15967311.675999999,684417.6880000001,8325864.682
15355461.599999998,667025.28,8011243.439999999
15806610.372999996,695805.7660000001,8251208.069499998
15448589.752999999,680045.726,8064317.739499999
15549027.061,668639.766,8108833.413500001
17193917.47,752022.732,8972970.101
15882717.911999997,687562.74,8285140.3259999985
11473266.915,495511.03,5984388.972499999
8680914.918,385285.41000000003,4533100.164
5942616.525999999,265029.121,3103822.8234999995
4676462.375,200757.635,2438610.005
3927705.108,181018.74,2054361.924
3687276.769,159227.024,1923251.8965
3285198.1840000004,148347.92799999999,1716773.056
3364459.3079999993,150138.772,1757299.0399999996
4511878.767000001,204399.55800000002,2358139.1625000006
6117306.347999999,269040.22799999994,3193173.2879999997
7659628.032000001,332315.004,3995971.518
9355644.54,409977.15,4882810.845
10664700.118999999,463249.28099999996,5563974.699999999
10451299.959999997,454357.86,5452828.909999998
11289981.717,494391.33799999993,5892186.5275
11773245.358999997,511389.23199999996,6142317.295499999
12176491.139999997,529324.272,6352907.705999998
12928458.413999999,557370.753,6742914.5835
15450692.335999995,674405.3039999999,8062548.8199999975
16872164.095999997,736450.944,8804307.519999998
16414475.674999999,711521.668,8562998.6715
15740567.261999998,685506.577,8213036.919499999
15976216.920000002,690571.8600000001,8333394.390000001
15231561.664,665344.064,7948452.864
12533899.040999997,545651.3879999999,6539775.214499999
9416073.086,412904.4639999999,4914488.774999999
7032473.217,313671.771,3673072.494
5238176.329999999,239110.595,2738643.4624999994
4267989.551999999,187918.305,2227953.9284999995
3793908.699,169337.385,1981623.042
3653093.425999999,168362.52999999997,1910727.9779999994
3732434.453999999,165899.405,1949166.9294999994
4221657.802999999,186067.42199999996,2203862.6125
4706456.236,203732.79600000003,2455094.516
5926110.973999999,259057.36,3092584.167
6477256.103999999,284574.81799999997,3380915.4609999997
6536362.266000001,279467.088,3407914.677
6595724.784,291133.98600000003,3443429.385
6488882.732999999,282694.633,3385788.6829999997
6585275.687999999,286894.088,3436084.8879999993
6651590.016999999,290650.789,3471120.4029999995
7300766.0370000005,318065.137,3809415.5870000003
8302425.659999999,357333.795,4329879.7275
9313695.09,405672.95999999996,4859684.025
9497563.956,413681.66400000005,4955622.8100000005
9340028.534999998,401640.21,4870834.3725
10286307.468,447804.624,5367056.046
10051002.112,438683.13600000006,5244842.624
8755127.651,385400.042,4570263.8465
7511203.551999999,321735.25600000005,3916469.4039999996
5858301.037999999,257322.137,3057811.5874999994
4546961.112,201366.502,2374163.807
3737634.3329999996,164843.61599999998,1951238.9744999998
3284406.51,145142.25,1714774.38
2796246.29,128872.44999999998,1462559.37
3251548.811,143690.225,1697619.5180000002
3887366.4299999997,171447.36,2029406.8949999998
4634511.2639999995,204900.768,2419706.016
5065132.903999999,225945.918,2645539.4109999994
5643129.6,245534.536,2944332.068
5758509.1049999995,250821.12,3004665.1125
5309750.493,233734.806,2771742.6495
5326505.750999998,233902.466,2780204.108499999
5555261.711999999,241035.984,2898148.8479999998
5600242.233,243927.55200000003,2922084.8925
5932863.789999999,257717.43199999997,3095290.6109999996
7080259.556,311837.784,3696048.67
8292928.041999999,359418.12799999997,4326173.085
9203867.412,401472.012,4802669.712
9294536.16,407010.23999999993,4850773.2
10378737.839999998,452422.56,5415580.199999999
10130830.969999999,441615.98,5286223.475
8850314.94,381554.13,4615934.535
7182783.207999999,315854.67399999994,3749318.940999999
5158249.726,225490.64,2691870.1829999997
3767683.7120000003,163421.84400000004,1965552.7780000002
2971654.678,131061.05600000001,1551357.8669999999
2571080.8619999997,113619.45000000001,1342350.156
2375892.3439999996,109499.31999999999,1242695.8319999997
2761819.1229999997,122048.42499999999,1441933.7739999997
3332191.06,152106.79,1742148.925
4096678.1019999995,179943.973,2138311.0374999996
5039964.52,218004.136,2628984.3279999997
6072570.831999999,265281.612,3168926.221999999
6567425.999999998,287871.83999999997,3427648.919999999
6503548.029,280129.821,3391838.925
6872803.811,298530.928,3585667.3695
7180216.470000001,310888.83,3745552.6500000004
7235316.032,313876.024,3774596.028
7931606.879999999,343464.27400000003,4137535.5769999996
8886961.901999999,387025.79,4636993.845999999
10511681.5,453642.75,5482662.125
11767892.015999999,511495.09199999995,6139693.554
12126035.689999998,526140.2559999999,6326087.972999998
12137633.871,528731.841,6333182.856
10973322.494999997,473230.179,5723276.336999998
8703983.656,382142.792,4543063.223999999
6245907.433,272986.14800000004,3259446.7905
4617315.779999999,201912.354,2409614.067
3373013.6219999995,150429.837,1761721.7294999997
2677241.375,114932.31499999999,1396086.845
2383350.631,109843.05500000001,1246596.843
2352954.87,101256.624,1227105.747
3276938.1449999996,148275.232,1712606.6884999997
5367276.766,235754.209,2801515.4875
7472253.955999998,321946.71599999996,3897100.335999999
9032155.904,391824.92799999996,4711990.415999999
9337746.515999999,402403.078,4870074.796999999
9510266.139999999,413555.93999999994,4961911.039999999
9224304.991999999,397021.08799999993,4810663.039999999
10201390.601999998,440921.2079999999,5321155.904999999
10824571.806,469992.03,5647281.918
11213561.657999998,484012.98399999994,5848787.320999999
10209954.980999999,443331.77400000003,5326643.3774999995
10541382.239999998,456476.002,5498929.120999999
12299259.2,536848.8,6418054.0
13240627.2,569907.2,6905267.199999999
13920806.351999998,606174.24,7263490.295999999
14783053.143,646168.1639999999,7714610.6535
12512102.707999999,537806.863,6524954.785499999
9499931.594999999,414682.69499999995,4957307.145
7092484.276,310850.571,3701667.4234999996
6020427.08,264443.42,3142435.25
4613237.291999999,210583.57799999998,2411910.4349999996
3814765.22,168579.5,1991672.36
4314435.449999999,195029.25,2254732.3499999996
4648184.244,207240.22000000003,2427712.232
5984887.59,260547.684,3122717.637
9523702.272,414704.64,4969203.456
12793980.408,561192.6,6677586.504
13956636.048,609652.848,7283144.448
14269792.391999999,614984.022,7442388.2069999995
14276880.209999999,619463.904,7448172.056999999
14131843.899999999,609979.725,7370911.812499999
14113176.912,611339.616,7362258.264
15608732.103,682908.012,8145820.0575
17522437.689,761966.919,9142202.304
18913137.13,816276.1,9864706.615
19724078.178,863722.692,10293900.435
20777808.248999994,904545.8069999999,10841177.027999997
21284818.177,924562.023,11104690.100000001
22390868.713,972582.2239999999,11681725.4685
23555986.128,1025870.4879999999,12290928.307999998
20768279.652,904895.3779999999,10836587.514999999
16337670.792,710882.304,8524276.548
11513012.5,494246.5,6003629.5
8770144.484,385712.52400000003,4577928.504
6726123.117,287580.456,3506851.7865
5267320.925999999,232769.84999999998,2750045.3879999993
4914419.120999999,219110.355,2566764.738
4609221.366,212428.23,2410824.7980000004
5757973.375,253779.75,3005876.5625
8560893.024,368480.624,4464686.824
11774104.682999998,516456.975,6145280.828999999
12782353.248,554118.6240000001,6668235.936
13347604.791,578597.166,6963100.978499999
12557784.875999998,546974.932,6552379.903999999
11548100.816,497039.024,6022569.92
11611459.386,503056.623,6057258.0045
11879336.021,511022.9110000001,6195179.466
11624891.333999999,509635.5179999999,6067263.425999999
10668510.072,466941.1930000001,5567725.6325
10190110.824,438605.924,5314358.374
10690966.193999998,465422.94200000004,5578194.567999999
11740708.735999998,510413.37599999993,6125561.055999999
12548799.071999997,544380.804,6546589.937999998
13255054.175999999,577255.52,6916154.847999999
11867040.780000001,515937.66000000003,6191489.220000001
9305521.168,399732.03200000006,4852626.6
7202468.9520000005,313553.758,3758011.3550000004
5620560.456,251271.494,2935915.975
4652766.369999999,206902.70999999996,2429834.5399999996
3708250.9999999995,159192.91999999998,1933721.9599999997
3438166.7699999996,153291.34999999998,1795729.0599999998
3264773.4339999994,150465.77,1707619.6019999997
4312705.46,192937.528,2252821.494
6233544.85,273358.45,3253451.65
9067372.875,394944.0,4731158.4375
10683596.208999999,460178.64100000006,5571887.425
11756750.0,507375.0,6132062.5
12273303.728,532517.159,6402910.4435
11583826.329999998,505316.65,6044571.489999999
11950848.19,524295.5,6237571.845
12141132.93,525312.8099999999,6333222.87
11999533.649999999,520146.264,6259839.9569999995
12583166.873,546582.927,6564874.899999999
14199324.748,615403.2320000001,7407363.99
15311524.925999999,670112.55,7990818.738
16361944.151999999,707431.0800000001,8534687.616
17340134.79,749811.48,9044973.135
18812815.799999997,824627.4720000001,9818721.635999998
17334020.21,761844.405,9047932.307500001
14218414.945,617633.156,7418024.0505
11204646.656,486116.58199999994,5845381.619
8707044.36,382600.827,4544822.5934999995
6552596.687999999,292233.048,3422414.868
5489916.068,235637.22,2862776.644
4766530.995,212749.42500000002,2489640.21
4349367.091999999,200844.41999999998,2275105.7559999996
4268679.938999999,190319.945,2229499.942
5085660.636,217441.24799999996,2651550.942
5699071.888,246149.142,2972610.515
6470226.999999999,277762.83999999997,3373994.9199999995
7534097.550000001,333036.522,3933567.0360000003
8503642.809,372268.044,4437955.4265
8710526.289,374570.334,4542548.311500001
9260939.675999999,401281.38,4831110.528
9779128.389,430806.348,5104967.3685
10665507.003999999,462142.02,5563824.511999999
12958608.954999998,566779.998,6762694.476499999
16364317.342999998,709074.465,8536695.904
19374302.365,847387.794,10110845.079499999
19777099.089999996,865005.2039999999,10321052.146999998
20982463.669999998,921405.702,10951934.685999999
22536767.673,986891.1220000001,11761829.3975
22022056.560000002,965127.3799999999,11493591.97
18532697.156999998,795549.885,9664123.521
14124950.136,610032.752,7367491.444
10275192.197999999,442268.023,5358730.1104999995
7452420.725,326034.765,3889227.7449999996
6165763.305,278989.088,3222376.1964999996
5704151.0819999995,252073.95,2978112.516
5505438.476,253732.77999999997,2879585.628
5578907.238,248736.68999999997,2913821.964
6281348.0649999995,277030.88,3279189.4724999997
7686496.08,339834.96,4013165.52
9565104.851999998,416409.233,4990757.042499999
12776203.116999999,562838.444,6669520.780499999
14658608.25,635409.72,7647008.985
15190714.992999997,658590.121,7924652.556999998
16076282.436,700033.3200000001,8388157.8780000005
17365526.64,753459.7949999999,9059493.217500001
17840151.426,780944.147,9310547.7865
21767777.856,952735.8639999998,11360256.86
25778275.74,1110895.17,13444585.454999998
27769101.569999997,1197556.794,14483329.181999998
28699622.088,1236865.1579999998,14968243.623
29837804.274,1292482.332,15565143.303
30081304.658,1311465.867,15696385.2625
27758328.839999996,1214931.335,14486630.087499999
20082611.619,862082.7949999999,10472347.206999999
13562321.227,587405.483,7074863.355
9101583.972,400289.292,4750936.631999999
6886105.773999999,301442.06799999997,3593773.9209999996
6019886.125,258429.98500000002,3139158.055
6125847.608999999,270709.275,3198278.442
6279910.679,277517.525,3278714.102
7762388.444999998,331886.75999999995,4047137.602499999
11056699.530000001,475905.905,5766302.7175
17013648.665,739031.975,8876340.32
20121215.563999996,884888.126,10503051.844999997
22725306.365999997,992546.9820000001,11858926.673999999
23077682.069,1003537.899,12040609.984
22278824.925,976704.225,11627764.575000001
23736668.246,1020482.887,12378575.566499999
25603898.767999995,1106260.295,13355079.531499997
27817645.542999998,1207814.2149999999,14512729.878999999
27903727.920999996,1205932.229,14554830.074999997
25838478.699999996,1123077.525,13480778.112499997
24251392.424000002,1051304.7119999998,12651348.568000002
25168469.808,1104165.6,13136317.704
27996950.200999998,1221733.9859999998,14609342.0935
27441292.248999998,1191542.6460000002,14316417.4475
22003291.68,952813.814,11478052.747
15307461.224999998,671591.625,7989526.424999999
10850095.68,478794.6479999999,5664445.164
8103841.096999999,355764.244,4229802.6705
5777694.846000001,259858.36800000002,3018776.6070000003
4809372.445,221652.72500000003,2515512.585
4443568.649999999,199025.22,2321296.9349999996
4994007.863,215739.074,2604873.4685
7013476.615,309320.48,3661398.5475000003
11455138.912,514326.96,5984732.936000001
17824709.404,772354.0199999999,9298531.712
21188418.888,918523.944,11053471.416
22291511.843999997,960695.379,11626103.611499999
20911950.919999998,907355.0079999999,10909652.964
18604035.768,801776.5380000002,9702906.152999999
18261968.500999995,796917.7859999998,9529443.143499997
19957654.444,858534.404,10408094.423999999
20849784.752,908995.848,10879390.3
21854861.91,951541.641,11403201.7755
21092939.783999998,907888.8840000001,11000414.333999999
21770522.28,960221.1599999999,11365371.72
23122007.341,1004340.368,12063173.8545
23928775.711999997,1046206.124,12487490.918
22855457.121,990893.337,11923175.229
18612240.832,807419.624,9709830.228
11926262.204999998,519467.52,6222864.862499999
7953530.959999999,350974.60599999997,4152252.7829999994
5702376.786,246866.148,2974621.467
4101138.2229999993,179528.986,2140333.6044999994
3478564.25,149332.61000000002,1813948.43
3191715.2519999994,142303.26,1667009.2559999996
3173439.9849999994,146256.42500000002,1659848.2049999996
4835292.129,206752.794,2521022.4614999997
8004462.69,349911.60000000003,4177187.145
11029143.404999997,483886.92499999993,5756515.164999999
11871795.52,515011.64,6193403.58
12366698.833999999,533736.98,6450217.907
12009415.884,517568.7690000001,6263492.3264999995
10845028.226999998,469344.12,5657186.173499999
11158494.206,481591.82000000007,5820043.013
11997841.976,520626.94800000003,6259234.462
12878106.559999999,556811.948,6717459.254
13766123.149999999,596722.9839999999,7181423.066999999
14859553.922999999,646896.5639999999,7753225.243499999
14324593.373999998,628469.79,7476531.581999999
14552149.697999999,643256.47,7597703.084
14958045.442999998,648139.965,7803092.703999999
13562929.324,585231.3039999999,7074080.313999999
11091026.338,478570.348,5784798.342999999
8670929.877,377676.288,4524303.0825000005
6942520.708000001,304277.94299999997,3623399.3255000003
5457832.973999999,243437.56199999998,2850635.2679999997
3636390.164,159266.032,1897828.098
3327542.553,150746.122,1739144.3375
3032043.0209999997,133989.97499999998,1583016.498
2836390.608,126461.04000000001,1481425.824
3098437.6399999997,132990.59999999998,1615714.1199999999
3740322.8239999996,166685.84100000001,1953504.3324999998
4639545.204,202950.699,2421247.9515
6033451.959999999,260977.52800000002,3147214.7439999995
7883370.219999999,344800.63200000004,4114085.4259999995
9629444.5,417409.52,5023427.01
9526381.132,415815.79800000007,4971098.465
10947158.775999999,481432.684,5714295.7299999995
11002392.775999999,481043.027,5741717.9015
11756261.399999999,514003.42500000005,6135132.4125
13117224.294,573070.842,6845147.568
15363885.184,674028.8,8018956.992000001
17579709.814999998,766322.21,9173016.0125
18427908.601999998,791467.038,9609687.819999998
18510562.979999997,806132.1,9658347.54
16569562.0,715077.0,8642319.5
15455839.029999997,664301.4929999999,8060070.261499999
11606407.120000001,506632.72,6056519.920000001
8626758.209999999,382607.56600000005,4504682.887999999
6370599.767999999,279824.532,3325212.1499999994
4803695.287999999,214074.56699999998,2508884.9274999993
3822545.154,173170.99599999998,1997858.075
3490600.8649999993,157788.725,1824194.7949999997
3210120.085,147946.92500000002,1679033.505
3745372.8689999995,173191.438,1959282.1534999998
5037047.931,226680.438,2631864.1845
7246463.0479999995,317379.424,3781921.2359999996
8325141.447999999,361624.12,4343382.783999999
9365039.586,410097.60399999993,4887568.595
10075311.918,438782.953,5257047.4355
9709347.138,417590.596,5063468.867000001
10181990.794999998,444769.0449999999,5313379.919999999
10598394.046999998,463027.1209999999,5530710.583999999
10320763.049999997,447376.24799999996,5384069.648999998
10819360.61,470388.1699999999,5644874.39
