CarbonBudget
4310744.076175181
3388274.5633071605
2617372.7786794472
2329000.388988372
2172669.6496235966
2109490.175178472
2347049.796421879
2967961.902654302
4111131.13912472
5566227.339000686
6926755.024395893
7645277.268578888
7879202.754899108
7991500.046383018
8064496.8268492855
8185421.186958746
8408750.831946595
8585280.924622253
8579890.35582869
8730243.957038464
8766052.94333946
8322442.552864525
7011856.2099440135
5343916.459612467
4015249.9073941107
3088166.905837563
2550300.5064110016
2231739.136721662
2110975.0918273786
2377795.2715203348
3329826.085450341
5408604.619074256
7682442.870849775
9454189.148352735
10675099.74380216
10856128.48514458
10805274.364587704
11375393.468923194
11672049.377311986
11029156.38159154
9803325.976550758
8828494.628246656
8394763.63259027
8545490.857989125
8848571.98677201
8319035.672641218
6784521.594989093
5040174.788486864
3695182.2780317557
2874259.842192035
2398079.633126104
2116687.261188759
2068963.8954807853
2397969.2799900887
3535203.3367506294
5773313.60870302
8078289.513644987
9723960.48619741
10728392.911199337
10703901.305966197
10700539.900936302
11117775.164300527
11333757.473239053
10711378.034099177
9533303.736905627
8572845.58139954
8067458.656513059
8195774.736460615
8436694.550062092
7963695.906794503
6544741.9354368625
4945862.996631319
3735839.6475536535
2945110.193529218
2459050.9534462844
2223157.6645567054
2163403.6242137994
2456108.405264518
3601631.5590131674
5819930.653905646
8036175.603994872
9572188.907823432
10566244.742558828
10473527.492885109
10506386.897507759
10837807.075420875
10999997.081239322
10398881.357470553
9874633.262631353
8632761.149629446
7766379.527644981
7941026.947313348
8243105.802833413
7838225.482549949
6580904.900643384
4934518.936783328
3728157.2594315046
2934720.1151487175
2454683.9734829254
2200134.4470266993
2122413.5959298844
2390332.9253480034
3420204.310828668
5451101.307441695
7620452.167153753
9044154.323006764
9973270.975212734
10006738.850507576
9966170.777105091
10291633.764170688
10405912.0214334
9809333.568784969
8880642.028983293
7990812.520948176
7538448.067650961
7592228.177699052
7635483.394580675
7561556.073822089
6376331.030698362
4918955.998522633
3734465.811643856
2953923.5285469885
2499087.313726936
2239237.935481846
2082576.9855793018
2381477.9133164966
3444443.7032029466
5487753.768774142
7554322.8799362155
9004174.63797345
9876501.383576753
9714981.985277165
9336593.693668276
9149085.404234031
8886896.296971057
8243040.803623629
7572419.096502142
7017046.202817831
6648882.0686271535
6652361.9516942855
6831729.453904539
6823271.067929753
6131901.152229687
4946902.498919144
3926288.666161927
3135784.647829637
2558738.5194991385
2255840.019093
2074219.1300987538
2108498.3308933424
2395189.7149015144
3003933.7507813065
3884142.014372555
4958487.516658631
5936716.286345811
6424766.976098679
6525250.903738578
6629460.765558768
6694923.70104913
6769098.83472711
6889464.395659915
6927605.713680669
6702660.668555615
6648687.0709978
6819179.513194424
6946913.26813193
6383645.638336788
5343021.750340468
