CarbonBudget
3828835.0487966915
3009490.7453767275
2324770.028951957
2068635.521024009
1929781.3920135845
1873664.9114604907
2084667.1393641871
2636165.9044391615
3651537.3488946864
4943964.649380424
6152395.489775253
6790592.307599079
6998366.66975151
7098109.961842287
7162946.246845445
7270352.165651746
7468715.222482412
7625510.5678009875
7620722.624382165
7754267.814690836
7786073.623476586
7392055.5650981665
6227982.997677115
4746506.467755857
3566374.9235489243
2742932.885056845
2265195.936329943
1982247.3511424288
1874983.825506281
2111975.499723478
2957576.371289002
4803962.973596307
6823603.07281033
8397281.334614597
9481703.234105257
9642494.31273185
9597325.303455692
10103709.345304249
10367201.336338758
9796178.981231935
8707387.270157957
7841534.793857806
7456291.687662521
7590168.733763358
7859367.653487307
7389029.548666771
6026062.696642587
4476720.849395124
3282088.4672823767
2552939.035271665
2129992.2210333515
1880057.4169487408
1837669.1674863975
2129894.2045546523
3139993.978112412
5127900.219098676
7175197.014157828
8636894.249519289
9529038.622981496
9507284.99649362
9504299.371468281
9874890.84517514
10066727.94331194
9513925.882201519
8467551.502402246
7614465.403176603
7165576.966049559
7279548.265562038
7493535.041386911
7073414.117626782
5813088.614150383
4392952.412255212
3318200.646216331
2615868.8459089184
2184147.4026187197
1974625.2235433783
1921551.2391153518
2181533.809370773
3198996.020714239
5169305.826434457
7137791.125415463
8502089.601314543
9385017.409887392
9302665.25700947
9331851.225343138
9626221.099928243
9770279.473115921
9236364.00263622
8770722.933643274
7667682.857878944
6898156.237585877
7053279.37869368
7321588.071828126
6961970.3507397445
5845208.829640882
4382876.533665785
3311377.0917717256
2606640.300776101
2180268.618435378
1954175.8299683433
1885143.5901871708
2123111.5373904724
3037850.9853374474
4841708.849251122
6768542.467305422
8033085.343674474
8858333.685845437
8888060.102369646
8852027.236915149
9141105.89014582
9242608.690820342
8712723.258400068
7887852.504238156
7097499.296621773
6695705.814334854
6743473.709306475
6781893.315646597
6716230.5178135
5663504.792130852
4369053.415795219
3316980.3949117362
2623696.9158236524
2219707.9965115553
1988907.8401460676
1849760.4156724587
2115246.4496412054
3059380.5944824466
4874263.838852559
6709805.941040772
7997575.089159151
8772382.212604107
8628919.478017753
8292832.174442105
8126285.912859637
7893407.591724899
7321530.339045069
6725879.135601584
6232592.78806762
5905586.657388228
5908677.515490148
6067993.069125866
6060480.267599209
5446400.350504068
4393875.705942472
3487358.885390504
2785227.3187467195
2272690.6425066846
2003653.9346694618
1842336.9060807938
1872783.9479667768
2127425.374106015
2668116.3683138047
3449923.9148357785
4404165.605128795
5273035.696447881
5706525.96019214
5795776.53438298
5888336.511110114
5946481.178799366
6012364.085916278
6119273.675124948
6153151.078344565
5953353.2110603275
5905413.459039055
6056846.118158216
6170300.192252328
5670001.681205986
4745711.780305482
