CarbonBudget
4190266.8193305586
3293578.608824552
2544222.0912475744
2263909.1719972813
2111947.5852210936
2050533.8592489767
2281454.132157456
2885012.9031005166
3996232.6915672114
5410661.666595621
6733165.140740734
7431606.028333936
7658993.733612208
7768152.525247835
7839109.181848325
7956653.931631995
8173741.929580549
8345338.335416936
8340098.422967059
8486249.921451557
8521058.113373742
8089845.805922935
6815887.906877289
5194563.961648315
3903031.161432814
3001858.4006423834
2479024.3638907373
2169366.1903268537
2051977.2752471042
2311340.3285711203
3236763.656910006
5257444.207704769
7467732.921339914
9189962.1949182
10376750.616377935
10552719.942041397
10503287.099304702
11057472.438018458
11345837.367068678
10720912.03150164
9529341.299952557
8581754.669649445
8160145.646358333
8306660.326932684
8601270.903450835
8086534.141647606
6594906.8704024665
4899311.303713929
3591908.8253444107
2793929.6404619426
2331057.780102916
2057529.8001287545
2011140.2134821885
2330950.51113123
3436400.997091075
5611960.261301935
7852516.388773197
9452193.927027881
10428554.339144878
10404747.228598053
10401479.768569296
10807054.084519181
11017000.090757275
10412014.996124763
9266865.678279782
8333250.536843806
7841988.233897183
7966718.118735971
8200904.672893297
7741125.459502573
6361828.605115242
4807635.350537292
3631429.8972193226
2862799.856624143
2390325.0657393932
2161024.5543033737
2102940.5279391874
2387464.756291082
3500972.6744384356
5657274.447037849
7811579.48435002
9304664.08119621
10270937.909390967
10180811.9339162
10212752.979466602
10534910.581547717
10692567.679208472
10108252.01876197
9598655.680384334
8391491.576691821
7549323.705130205
7719090.055158431
8012726.370082092
7619161.699597398
6396980.882892759
4796608.336003942
3623962.21751656
2852700.1615555636
2386080.134721039
2138644.79276211
2063096.094494206
2323527.5783586204
3324615.979455863
5298753.192894052
7407474.74219167
8791387.078173691
9694536.65287091
9727069.163473094
9687634.892057605
10004001.79566447
10115086.188780136
9535180.991188742
8632444.647797009
7767484.214866575
7327762.504321934
7380039.560600908
7422085.874847156
7350224.684819941
6198124.471056484
4781480.352840779
3630094.4574608263
2871366.875366154
2429242.4844230907
2176655.411647901
2024372.843102591
2314920.047397674
3348177.9260228216
5334381.286293746
7343193.645212354
8752524.750769876
9600471.590833591
9443466.358462311
9075653.313861733
8893385.531390432
8638524.120659517
8012663.187478989
7360784.106277002
6820932.849130278
6463058.215817422
6466440.842643252
6640795.357709871
6632573.367847117
5960525.951798283
4808645.800674977
3816556.220969071
3048145.3155589076
2487226.550251025
2192793.4979871153
2016248.5740942638
2049569.735161701
2328248.6297026398
2919979.405164431
3775587.489488361
4819907.038776172
5770796.138871329
6245206.722122044
6342882.311399678
6444179.701946605
6507813.070486689
6579915.1475244025
6696916.715526173
6733992.054846643
6515333.804181793
6462868.668008113
6628596.164435372
6752759.9991620295
6205234.649054088
5193694.2578317225
