Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Germany,Germany,DE,163.46,213.79,81.25,73.73,entsoe.eu,false,
2022-01-01 01:00:00,Germany,Germany,DE,166.67,218.02,80.81,72.83,entsoe.eu,false,
2022-01-01 02:00:00,Germany,Germany,DE,171.31,223.62,80.31,72.05,entsoe.eu,false,
2022-01-01 03:00:00,Germany,Germany,DE,176.88,230.22,79.61,70.79,entsoe.eu,false,
2022-01-01 04:00:00,Germany,Germany,DE,189.28,244.45,78.25,68.62,entsoe.eu,false,
2022-01-01 05:00:00,Germany,Germany,DE,194.23,249.8,77.81,67.96,entsoe.eu,false,
2022-01-01 06:00:00,Germany,Germany,DE,206.84,263.35,76.57,65.98,entsoe.eu,false,
2022-01-01 07:00:00,Germany,Germany,DE,217.47,276.03,75.24,63.58,entsoe.eu,false,
2022-01-01 08:00:00,Germany,Germany,DE,216.29,274.91,75.38,63.8,entsoe.eu,false,
2022-01-01 09:00:00,Germany,Germany,DE,205.7,264.42,76.32,64.16,entsoe.eu,false,
2022-01-01 10:00:00,Germany,Germany,DE,203.11,261.93,76.48,64.01,entsoe.eu,false,
2022-01-01 11:00:00,Germany,Germany,DE,210.58,269.89,76.15,64.44,entsoe.eu,false,
2022-01-01 12:00:00,Germany,Germany,DE,212.69,272.92,75.78,63.47,entsoe.eu,false,
2022-01-01 13:00:00,Germany,Germany,DE,242.45,302.66,73.96,60.98,entsoe.eu,false,
2022-01-01 14:00:00,Germany,Germany,DE,283.97,345.6,70.37,56.55,entsoe.eu,false,
2022-01-01 15:00:00,Germany,Germany,DE,306.02,365.81,69.73,56.84,entsoe.eu,false,
2022-01-01 16:00:00,Germany,Germany,DE,308.68,366.41,70.18,58.92,entsoe.eu,false,
2022-01-01 17:00:00,Germany,Germany,DE,309.0,365.65,70.76,61.71,entsoe.eu,false,
2022-01-01 18:00:00,Germany,Germany,DE,292.26,348.39,71.79,63.74,entsoe.eu,false,
2022-01-01 19:00:00,Germany,Germany,DE,263.51,319.21,73.51,65.47,entsoe.eu,false,
2022-01-01 20:00:00,Germany,Germany,DE,236.68,291.91,75.24,66.65,entsoe.eu,false,
2022-01-01 21:00:00,Germany,Germany,DE,227.69,282.57,76.0,67.92,entsoe.eu,false,
2022-01-01 22:00:00,Germany,Germany,DE,197.91,252.19,78.2,69.95,entsoe.eu,false,
2022-01-01 23:00:00,Germany,Germany,DE,174.86,228.63,79.79,70.93,entsoe.eu,false,
2022-01-02 00:00:00,Germany,Germany,DE,175.36,229.43,79.82,71.4,entsoe.eu,false,
2022-01-02 01:00:00,Germany,Germany,DE,173.7,228.04,79.86,70.61,entsoe.eu,false,
2022-01-02 02:00:00,Germany,Germany,DE,173.42,227.58,79.94,70.95,entsoe.eu,false,
2022-01-02 03:00:00,Germany,Germany,DE,176.33,231.05,79.32,69.16,entsoe.eu,false,
2022-01-02 04:00:00,Germany,Germany,DE,174.44,228.7,79.39,68.81,entsoe.eu,false,
2022-01-02 05:00:00,Germany,Germany,DE,173.13,227.23,79.53,69.15,entsoe.eu,false,
2022-01-02 06:00:00,Germany,Germany,DE,170.7,224.38,80.0,70.36,entsoe.eu,false,
2022-01-02 07:00:00,Germany,Germany,DE,162.34,214.05,81.29,72.08,entsoe.eu,false,
2022-01-02 08:00:00,Germany,Germany,DE,155.47,206.16,82.25,73.36,entsoe.eu,false,
2022-01-02 09:00:00,Germany,Germany,DE,147.23,196.35,83.38,75.68,entsoe.eu,false,
2022-01-02 10:00:00,Germany,Germany,DE,135.1,182.54,84.48,77.06,entsoe.eu,false,
2022-01-02 11:00:00,Germany,Germany,DE,131.42,177.44,84.94,78.24,entsoe.eu,false,
2022-01-02 12:00:00,Germany,Germany,DE,130.06,175.38,85.02,77.89,entsoe.eu,false,
2022-01-02 13:00:00,Germany,Germany,DE,129.63,174.41,85.06,77.83,entsoe.eu,false,
2022-01-02 14:00:00,Germany,Germany,DE,129.92,173.98,85.04,77.19,entsoe.eu,false,
2022-01-02 15:00:00,Germany,Germany,DE,129.04,172.51,85.17,77.01,entsoe.eu,false,
2022-01-02 16:00:00,Germany,Germany,DE,130.37,173.44,85.21,77.22,entsoe.eu,false,
2022-01-02 17:00:00,Germany,Germany,DE,131.75,174.65,85.36,78.11,entsoe.eu,false,
2022-01-02 18:00:00,Germany,Germany,DE,132.0,175.64,85.13,78.06,entsoe.eu,false,
2022-01-02 19:00:00,Germany,Germany,DE,133.12,177.28,84.87,77.82,entsoe.eu,false,
2022-01-02 20:00:00,Germany,Germany,DE,133.53,178.32,84.71,77.46,entsoe.eu,false,
2022-01-02 21:00:00,Germany,Germany,DE,139.72,186.01,83.86,76.54,entsoe.eu,false,
2022-01-02 22:00:00,Germany,Germany,DE,140.99,187.47,83.83,76.57,entsoe.eu,false,
2022-01-02 23:00:00,Germany,Germany,DE,145.47,192.31,83.26,75.81,entsoe.eu,false,
2022-01-03 00:00:00,Germany,Germany,DE,154.4,202.37,82.37,74.03,entsoe.eu,false,
2022-01-03 01:00:00,Germany,Germany,DE,154.4,202.84,82.31,74.11,entsoe.eu,false,
2022-01-03 02:00:00,Germany,Germany,DE,156.42,205.23,82.01,73.23,entsoe.eu,false,
2022-01-03 03:00:00,Germany,Germany,DE,155.35,203.36,82.18,74.08,entsoe.eu,false,
2022-01-03 04:00:00,Germany,Germany,DE,153.2,199.37,82.74,75.91,entsoe.eu,false,
2022-01-03 05:00:00,Germany,Germany,DE,159.53,204.02,82.12,76.43,entsoe.eu,false,
2022-01-03 06:00:00,Germany,Germany,DE,178.73,224.14,80.2,75.2,entsoe.eu,false,
2022-01-03 07:00:00,Germany,Germany,DE,208.83,255.75,77.48,72.14,entsoe.eu,false,
2022-01-03 08:00:00,Germany,Germany,DE,224.75,272.05,76.41,71.26,entsoe.eu,false,
2022-01-03 09:00:00,Germany,Germany,DE,226.46,274.31,76.02,71.51,entsoe.eu,false,
2022-01-03 10:00:00,Germany,Germany,DE,216.9,264.73,76.4,71.75,entsoe.eu,false,
2022-01-03 11:00:00,Germany,Germany,DE,214.98,262.42,76.69,71.5,entsoe.eu,false,
2022-01-03 12:00:00,Germany,Germany,DE,220.92,268.89,75.96,70.46,entsoe.eu,false,
2022-01-03 13:00:00,Germany,Germany,DE,231.91,281.17,74.8,69.07,entsoe.eu,false,
2022-01-03 14:00:00,Germany,Germany,DE,260.57,310.62,72.93,67.22,entsoe.eu,false,
2022-01-03 15:00:00,Germany,Germany,DE,280.01,330.1,71.98,66.23,entsoe.eu,false,
2022-01-03 16:00:00,Germany,Germany,DE,286.38,336.85,71.49,65.95,entsoe.eu,false,
2022-01-03 17:00:00,Germany,Germany,DE,287.81,339.29,70.7,65.1,entsoe.eu,false,
2022-01-03 18:00:00,Germany,Germany,DE,294.05,346.4,69.98,64.23,entsoe.eu,false,
2022-01-03 19:00:00,Germany,Germany,DE,306.26,360.29,68.44,62.42,entsoe.eu,false,
2022-01-03 20:00:00,Germany,Germany,DE,311.67,367.47,66.97,60.69,entsoe.eu,false,
2022-01-03 21:00:00,Germany,Germany,DE,322.74,379.54,66.11,59.48,entsoe.eu,false,
2022-01-03 22:00:00,Germany,Germany,DE,331.89,389.56,65.35,58.37,entsoe.eu,false,
2022-01-03 23:00:00,Germany,Germany,DE,347.22,405.87,64.18,57.08,entsoe.eu,false,
2022-01-04 00:00:00,Germany,Germany,DE,352.47,412.25,63.58,56.25,entsoe.eu,false,
2022-01-04 01:00:00,Germany,Germany,DE,351.98,412.87,63.46,55.17,entsoe.eu,false,
2022-01-04 02:00:00,Germany,Germany,DE,369.11,431.66,61.67,53.0,entsoe.eu,false,
2022-01-04 03:00:00,Germany,Germany,DE,399.6,464.83,58.44,49.19,entsoe.eu,false,
2022-01-04 04:00:00,Germany,Germany,DE,425.95,493.13,55.57,46.06,entsoe.eu,false,
2022-01-04 05:00:00,Germany,Germany,DE,451.98,521.32,52.21,43.64,entsoe.eu,false,
2022-01-04 06:00:00,Germany,Germany,DE,475.12,544.55,50.58,43.24,entsoe.eu,false,
2022-01-04 07:00:00,Germany,Germany,DE,480.67,550.45,50.06,43.25,entsoe.eu,false,
2022-01-04 08:00:00,Germany,Germany,DE,487.87,557.64,49.64,42.82,entsoe.eu,false,
2022-01-04 09:00:00,Germany,Germany,DE,480.41,549.35,50.49,43.97,entsoe.eu,false,
2022-01-04 10:00:00,Germany,Germany,DE,477.36,546.26,50.6,44.23,entsoe.eu,false,
2022-01-04 11:00:00,Germany,Germany,DE,472.84,542.26,50.26,44.18,entsoe.eu,false,
2022-01-04 12:00:00,Germany,Germany,DE,466.53,536.98,49.64,43.46,entsoe.eu,false,
2022-01-04 13:00:00,Germany,Germany,DE,464.97,534.94,49.51,43.17,entsoe.eu,false,
2022-01-04 14:00:00,Germany,Germany,DE,461.0,529.93,50.29,43.96,entsoe.eu,false,
2022-01-04 15:00:00,Germany,Germany,DE,457.95,525.67,51.36,45.3,entsoe.eu,false,
2022-01-04 16:00:00,Germany,Germany,DE,453.21,519.5,52.47,46.46,entsoe.eu,false,
2022-01-04 17:00:00,Germany,Germany,DE,452.27,519.34,51.93,45.64,entsoe.eu,false,
2022-01-04 18:00:00,Germany,Germany,DE,448.83,515.78,52.02,45.7,entsoe.eu,false,
2022-01-04 19:00:00,Germany,Germany,DE,447.28,512.92,53.0,46.57,entsoe.eu,false,
2022-01-04 20:00:00,Germany,Germany,DE,451.56,516.83,53.21,46.47,entsoe.eu,false,
2022-01-04 21:00:00,Germany,Germany,DE,450.45,515.74,53.31,46.41,entsoe.eu,false,
2022-01-04 22:00:00,Germany,Germany,DE,439.12,503.74,54.45,47.44,entsoe.eu,false,
2022-01-04 23:00:00,Germany,Germany,DE,414.0,475.77,58.22,50.94,entsoe.eu,false,
2022-01-05 00:00:00,Germany,Germany,DE,385.24,445.41,60.81,53.74,entsoe.eu,false,
2022-01-05 01:00:00,Germany,Germany,DE,352.32,410.15,63.91,56.92,entsoe.eu,false,
2022-01-05 02:00:00,Germany,Germany,DE,318.94,374.62,67.02,60.16,entsoe.eu,false,
2022-01-05 03:00:00,Germany,Germany,DE,320.39,375.5,66.99,60.36,entsoe.eu,false,
2022-01-05 04:00:00,Germany,Germany,DE,332.81,387.8,65.7,59.54,entsoe.eu,false,
2022-01-05 05:00:00,Germany,Germany,DE,340.19,394.28,65.2,59.42,entsoe.eu,false,
2022-01-05 06:00:00,Germany,Germany,DE,342.04,396.23,64.82,59.3,entsoe.eu,false,
2022-01-05 07:00:00,Germany,Germany,DE,329.48,382.86,66.05,60.64,entsoe.eu,false,
2022-01-05 08:00:00,Germany,Germany,DE,314.33,366.27,67.86,62.6,entsoe.eu,false,
2022-01-05 09:00:00,Germany,Germany,DE,295.2,346.42,69.19,64.05,entsoe.eu,false,
2022-01-05 10:00:00,Germany,Germany,DE,283.85,333.95,70.45,65.46,entsoe.eu,false,
2022-01-05 11:00:00,Germany,Germany,DE,269.99,318.83,71.93,66.97,entsoe.eu,false,
2022-01-05 12:00:00,Germany,Germany,DE,264.74,313.22,72.33,67.33,entsoe.eu,false,
2022-01-05 13:00:00,Germany,Germany,DE,279.16,328.67,70.81,65.73,entsoe.eu,false,
2022-01-05 14:00:00,Germany,Germany,DE,298.73,349.36,69.03,63.86,entsoe.eu,false,
2022-01-05 15:00:00,Germany,Germany,DE,314.79,366.36,67.87,62.68,entsoe.eu,false,
2022-01-05 16:00:00,Germany,Germany,DE,325.97,378.17,67.23,62.03,entsoe.eu,false,
2022-01-05 17:00:00,Germany,Germany,DE,325.62,379.65,65.98,60.58,entsoe.eu,false,
2022-01-05 18:00:00,Germany,Germany,DE,326.88,381.52,65.69,60.11,entsoe.eu,false,
2022-01-05 19:00:00,Germany,Germany,DE,323.68,378.19,66.25,60.33,entsoe.eu,false,
2022-01-05 20:00:00,Germany,Germany,DE,328.85,383.73,65.87,59.54,entsoe.eu,false,
2022-01-05 21:00:00,Germany,Germany,DE,342.7,398.28,64.73,58.12,entsoe.eu,false,
2022-01-05 22:00:00,Germany,Germany,DE,337.9,393.53,65.28,58.38,entsoe.eu,false,
2022-01-05 23:00:00,Germany,Germany,DE,328.26,384.08,66.24,58.95,entsoe.eu,false,
2022-01-06 00:00:00,Germany,Germany,DE,347.16,404.73,64.32,56.79,entsoe.eu,false,
2022-01-06 01:00:00,Germany,Germany,DE,378.55,438.0,61.18,53.54,entsoe.eu,false,
2022-01-06 02:00:00,Germany,Germany,DE,400.55,461.92,58.83,50.85,entsoe.eu,false,
2022-01-06 03:00:00,Germany,Germany,DE,430.09,493.84,55.76,47.82,entsoe.eu,false,
2022-01-06 04:00:00,Germany,Germany,DE,453.97,520.24,53.03,45.12,entsoe.eu,false,
2022-01-06 05:00:00,Germany,Germany,DE,480.35,548.33,50.77,43.29,entsoe.eu,false,
2022-01-06 06:00:00,Germany,Germany,DE,504.12,574.16,48.22,40.97,entsoe.eu,false,
2022-01-06 07:00:00,Germany,Germany,DE,516.87,587.98,46.73,39.43,entsoe.eu,false,
2022-01-06 08:00:00,Germany,Germany,DE,508.92,581.55,46.75,39.37,entsoe.eu,false,
2022-01-06 09:00:00,Germany,Germany,DE,490.73,564.01,48.03,40.78,entsoe.eu,false,
2022-01-06 10:00:00,Germany,Germany,DE,479.51,554.05,48.22,41.01,entsoe.eu,false,
2022-01-06 11:00:00,Germany,Germany,DE,477.39,552.25,48.24,41.05,entsoe.eu,false,
2022-01-06 12:00:00,Germany,Germany,DE,489.02,565.8,46.6,39.14,entsoe.eu,false,
2022-01-06 13:00:00,Germany,Germany,DE,516.58,593.86,44.6,36.78,entsoe.eu,false,
2022-01-06 14:00:00,Germany,Germany,DE,558.78,638.15,40.62,32.55,entsoe.eu,false,
2022-01-06 15:00:00,Germany,Germany,DE,563.73,642.52,40.46,32.54,entsoe.eu,false,
2022-01-06 16:00:00,Germany,Germany,DE,526.96,601.49,44.43,37.09,entsoe.eu,false,
2022-01-06 17:00:00,Germany,Germany,DE,494.46,566.31,47.58,40.6,entsoe.eu,false,
2022-01-06 18:00:00,Germany,Germany,DE,466.33,537.03,49.42,42.52,entsoe.eu,false,
2022-01-06 19:00:00,Germany,Germany,DE,440.69,508.57,52.34,45.39,entsoe.eu,false,
2022-01-06 20:00:00,Germany,Germany,DE,423.89,489.57,54.92,47.83,entsoe.eu,false,
2022-01-06 21:00:00,Germany,Germany,DE,419.85,484.94,55.79,48.79,entsoe.eu,false,
2022-01-06 22:00:00,Germany,Germany,DE,415.72,479.82,56.56,49.57,entsoe.eu,false,
2022-01-06 23:00:00,Germany,Germany,DE,401.35,462.88,58.92,51.53,entsoe.eu,false,
2022-01-07 00:00:00,Germany,Germany,DE,382.37,442.93,60.86,53.61,entsoe.eu,false,
2022-01-07 01:00:00,Germany,Germany,DE,372.67,432.24,61.94,55.27,entsoe.eu,false,
2022-01-07 02:00:00,Germany,Germany,DE,358.03,416.6,63.31,56.75,entsoe.eu,false,
2022-01-07 03:00:00,Germany,Germany,DE,360.95,419.14,63.09,56.69,entsoe.eu,false,
2022-01-07 04:00:00,Germany,Germany,DE,374.8,433.16,61.58,55.11,entsoe.eu,false,
2022-01-07 05:00:00,Germany,Germany,DE,384.37,442.94,60.35,54.61,entsoe.eu,false,
2022-01-07 06:00:00,Germany,Germany,DE,382.15,441.1,59.97,54.47,entsoe.eu,false,
2022-01-07 07:00:00,Germany,Germany,DE,382.16,441.29,59.81,54.41,entsoe.eu,false,
2022-01-07 08:00:00,Germany,Germany,DE,385.64,445.0,59.58,54.22,entsoe.eu,false,
2022-01-07 09:00:00,Germany,Germany,DE,382.9,442.32,59.84,54.54,entsoe.eu,false,
2022-01-07 10:00:00,Germany,Germany,DE,382.38,441.88,59.91,54.65,entsoe.eu,false,
2022-01-07 11:00:00,Germany,Germany,DE,390.27,450.55,59.11,53.81,entsoe.eu,false,
2022-01-07 12:00:00,Germany,Germany,DE,401.48,462.77,57.89,52.48,entsoe.eu,false,
2022-01-07 13:00:00,Germany,Germany,DE,414.32,476.34,57.08,51.18,entsoe.eu,false,
2022-01-07 14:00:00,Germany,Germany,DE,430.8,493.07,56.39,50.37,entsoe.eu,false,
2022-01-07 15:00:00,Germany,Germany,DE,439.75,502.69,55.71,49.67,entsoe.eu,false,
2022-01-07 16:00:00,Germany,Germany,DE,442.9,504.18,56.69,51.19,entsoe.eu,false,
2022-01-07 17:00:00,Germany,Germany,DE,449.0,511.1,56.06,50.54,entsoe.eu,false,
2022-01-07 18:00:00,Germany,Germany,DE,446.48,509.56,55.8,50.06,entsoe.eu,false,
2022-01-07 19:00:00,Germany,Germany,DE,448.17,512.89,54.73,48.48,entsoe.eu,false,
2022-01-07 20:00:00,Germany,Germany,DE,454.62,520.85,53.27,46.72,entsoe.eu,false,
2022-01-07 21:00:00,Germany,Germany,DE,460.07,527.75,52.28,45.47,entsoe.eu,false,
2022-01-07 22:00:00,Germany,Germany,DE,459.75,527.9,52.46,45.2,entsoe.eu,false,
2022-01-07 23:00:00,Germany,Germany,DE,462.87,530.93,52.6,45.17,entsoe.eu,false,
2022-01-08 00:00:00,Germany,Germany,DE,469.17,537.96,51.9,44.46,entsoe.eu,false,
2022-01-08 01:00:00,Germany,Germany,DE,472.17,541.21,51.66,44.09,entsoe.eu,false,
2022-01-08 02:00:00,Germany,Germany,DE,468.23,537.33,51.83,44.22,entsoe.eu,false,
2022-01-08 03:00:00,Germany,Germany,DE,476.27,546.65,50.94,43.26,entsoe.eu,false,
2022-01-08 04:00:00,Germany,Germany,DE,475.59,545.92,50.98,43.53,entsoe.eu,false,
2022-01-08 05:00:00,Germany,Germany,DE,474.67,544.93,50.99,43.69,entsoe.eu,false,
2022-01-08 06:00:00,Germany,Germany,DE,473.82,543.21,51.71,44.65,entsoe.eu,false,
2022-01-08 07:00:00,Germany,Germany,DE,466.53,534.2,53.05,46.31,entsoe.eu,false,
2022-01-08 08:00:00,Germany,Germany,DE,458.05,524.09,54.43,47.94,entsoe.eu,false,
2022-01-08 09:00:00,Germany,Germany,DE,441.98,507.11,55.97,49.59,entsoe.eu,false,
2022-01-08 10:00:00,Germany,Germany,DE,428.96,493.49,56.87,50.62,entsoe.eu,false,
2022-01-08 11:00:00,Germany,Germany,DE,415.66,479.55,57.65,51.49,entsoe.eu,false,
2022-01-08 12:00:00,Germany,Germany,DE,403.15,466.3,58.34,52.22,entsoe.eu,false,
2022-01-08 13:00:00,Germany,Germany,DE,398.89,461.17,58.79,52.64,entsoe.eu,false,
2022-01-08 14:00:00,Germany,Germany,DE,401.85,463.73,58.59,52.19,entsoe.eu,false,
2022-01-08 15:00:00,Germany,Germany,DE,391.48,451.63,59.72,53.15,entsoe.eu,false,
2022-01-08 16:00:00,Germany,Germany,DE,375.64,433.79,61.68,55.53,entsoe.eu,false,
2022-01-08 17:00:00,Germany,Germany,DE,363.81,420.71,62.82,56.98,entsoe.eu,false,
2022-01-08 18:00:00,Germany,Germany,DE,337.29,392.5,65.3,59.47,entsoe.eu,false,
2022-01-08 19:00:00,Germany,Germany,DE,302.66,355.76,68.56,62.28,entsoe.eu,false,
2022-01-08 20:00:00,Germany,Germany,DE,281.57,333.08,70.74,64.15,entsoe.eu,false,
2022-01-08 21:00:00,Germany,Germany,DE,279.45,330.91,70.94,64.31,entsoe.eu,false,
2022-01-08 22:00:00,Germany,Germany,DE,258.99,309.83,72.86,66.34,entsoe.eu,false,
2022-01-08 23:00:00,Germany,Germany,DE,242.43,292.51,74.41,67.07,entsoe.eu,false,
2022-01-09 00:00:00,Germany,Germany,DE,240.13,290.53,74.58,66.67,entsoe.eu,false,
2022-01-09 01:00:00,Germany,Germany,DE,231.72,282.59,75.16,66.17,entsoe.eu,false,
2022-01-09 02:00:00,Germany,Germany,DE,224.53,275.68,75.72,66.2,entsoe.eu,false,
2022-01-09 03:00:00,Germany,Germany,DE,236.44,288.94,74.41,65.14,entsoe.eu,false,
2022-01-09 04:00:00,Germany,Germany,DE,247.12,301.12,73.12,64.62,entsoe.eu,false,
2022-01-09 05:00:00,Germany,Germany,DE,267.05,321.31,71.7,64.35,entsoe.eu,false,
2022-01-09 06:00:00,Germany,Germany,DE,294.4,349.66,69.35,62.33,entsoe.eu,false,
2022-01-09 07:00:00,Germany,Germany,DE,336.19,393.89,65.42,59.91,entsoe.eu,false,
2022-01-09 08:00:00,Germany,Germany,DE,375.89,435.88,61.68,57.25,entsoe.eu,false,
2022-01-09 09:00:00,Germany,Germany,DE,384.26,445.3,60.81,56.29,entsoe.eu,false,
2022-01-09 10:00:00,Germany,Germany,DE,383.31,444.29,61.05,56.46,entsoe.eu,false,
2022-01-09 11:00:00,Germany,Germany,DE,385.96,447.59,60.84,56.16,entsoe.eu,false,
2022-01-09 12:00:00,Germany,Germany,DE,401.57,464.88,59.23,54.88,entsoe.eu,false,
2022-01-09 13:00:00,Germany,Germany,DE,425.3,490.72,56.81,52.32,entsoe.eu,false,
2022-01-09 14:00:00,Germany,Germany,DE,453.71,522.2,53.26,48.57,entsoe.eu,false,
2022-01-09 15:00:00,Germany,Germany,DE,468.95,539.64,50.73,45.23,entsoe.eu,false,
2022-01-09 16:00:00,Germany,Germany,DE,484.19,554.64,50.14,44.6,entsoe.eu,false,
2022-01-09 17:00:00,Germany,Germany,DE,503.41,575.37,48.51,43.59,entsoe.eu,false,
2022-01-09 18:00:00,Germany,Germany,DE,518.6,593.05,46.17,41.25,entsoe.eu,false,
2022-01-09 19:00:00,Germany,Germany,DE,528.18,603.73,44.91,39.8,entsoe.eu,false,
2022-01-09 20:00:00,Germany,Germany,DE,542.76,619.87,43.38,38.54,entsoe.eu,false,
2022-01-09 21:00:00,Germany,Germany,DE,554.29,633.53,41.6,36.16,entsoe.eu,false,
2022-01-09 22:00:00,Germany,Germany,DE,569.71,650.46,39.93,34.42,entsoe.eu,false,
2022-01-09 23:00:00,Germany,Germany,DE,586.36,668.54,38.0,32.21,entsoe.eu,false,
2022-01-10 00:00:00,Germany,Germany,DE,600.69,684.1,36.37,30.3,entsoe.eu,false,
2022-01-10 01:00:00,Germany,Germany,DE,614.06,698.95,34.87,28.72,entsoe.eu,false,
2022-01-10 02:00:00,Germany,Germany,DE,619.47,705.19,34.16,27.17,entsoe.eu,false,
2022-01-10 03:00:00,Germany,Germany,DE,621.5,707.9,33.63,26.1,entsoe.eu,false,
2022-01-10 04:00:00,Germany,Germany,DE,611.36,698.54,33.23,25.07,entsoe.eu,false,
2022-01-10 05:00:00,Germany,Germany,DE,591.72,678.61,33.66,25.15,entsoe.eu,false,
2022-01-10 06:00:00,Germany,Germany,DE,580.87,665.36,35.22,26.91,entsoe.eu,false,
2022-01-10 07:00:00,Germany,Germany,DE,585.25,668.35,36.0,28.42,entsoe.eu,false,
2022-01-10 08:00:00,Germany,Germany,DE,584.04,667.86,35.64,28.58,entsoe.eu,false,
2022-01-10 09:00:00,Germany,Germany,DE,564.29,647.07,37.05,29.66,entsoe.eu,false,
2022-01-10 10:00:00,Germany,Germany,DE,560.67,643.89,37.24,30.59,entsoe.eu,false,
2022-01-10 11:00:00,Germany,Germany,DE,555.16,639.76,36.73,30.1,entsoe.eu,false,
2022-01-10 12:00:00,Germany,Germany,DE,555.08,639.68,36.62,29.97,entsoe.eu,false,
2022-01-10 13:00:00,Germany,Germany,DE,565.67,650.62,35.66,28.32,entsoe.eu,false,
2022-01-10 14:00:00,Germany,Germany,DE,578.67,663.74,34.73,26.96,entsoe.eu,false,
2022-01-10 15:00:00,Germany,Germany,DE,590.45,677.78,32.75,24.72,entsoe.eu,false,
2022-01-10 16:00:00,Germany,Germany,DE,581.56,665.39,34.7,26.45,entsoe.eu,false,
2022-01-10 17:00:00,Germany,Germany,DE,595.89,681.72,32.03,24.42,entsoe.eu,false,
2022-01-10 18:00:00,Germany,Germany,DE,593.65,681.04,31.06,23.48,entsoe.eu,false,
2022-01-10 19:00:00,Germany,Germany,DE,598.64,685.97,31.16,23.52,entsoe.eu,false,
2022-01-10 20:00:00,Germany,Germany,DE,602.86,690.74,30.43,22.66,entsoe.eu,false,
2022-01-10 21:00:00,Germany,Germany,DE,604.01,691.86,30.58,22.52,entsoe.eu,false,
2022-01-10 22:00:00,Germany,Germany,DE,606.57,694.01,31.0,23.23,entsoe.eu,false,
2022-01-10 23:00:00,Germany,Germany,DE,599.41,684.61,32.64,23.73,entsoe.eu,false,
2022-01-11 00:00:00,Germany,Germany,DE,606.66,691.42,32.72,24.09,entsoe.eu,false,
2022-01-11 01:00:00,Germany,Germany,DE,611.42,695.71,32.93,24.13,entsoe.eu,false,
2022-01-11 02:00:00,Germany,Germany,DE,606.1,691.06,33.34,24.65,entsoe.eu,false,
2022-01-11 03:00:00,Germany,Germany,DE,597.03,680.76,34.09,25.01,entsoe.eu,false,
2022-01-11 04:00:00,Germany,Germany,DE,581.56,664.02,34.76,25.18,entsoe.eu,false,
2022-01-11 05:00:00,Germany,Germany,DE,570.87,653.7,34.61,25.65,entsoe.eu,false,
2022-01-11 06:00:00,Germany,Germany,DE,563.8,644.36,36.58,28.24,entsoe.eu,false,
2022-01-11 07:00:00,Germany,Germany,DE,555.34,634.19,38.51,30.87,entsoe.eu,false,
2022-01-11 08:00:00,Germany,Germany,DE,547.28,625.99,39.09,31.91,entsoe.eu,false,
2022-01-11 09:00:00,Germany,Germany,DE,525.64,603.49,41.02,34.03,entsoe.eu,false,
2022-01-11 10:00:00,Germany,Germany,DE,502.05,578.64,43.1,35.94,entsoe.eu,false,
2022-01-11 11:00:00,Germany,Germany,DE,497.34,573.33,43.81,36.92,entsoe.eu,false,
2022-01-11 12:00:00,Germany,Germany,DE,507.78,584.97,42.42,35.25,entsoe.eu,false,
2022-01-11 13:00:00,Germany,Germany,DE,517.42,594.92,41.59,33.72,entsoe.eu,false,
2022-01-11 14:00:00,Germany,Germany,DE,533.6,611.6,40.28,31.89,entsoe.eu,false,
2022-01-11 15:00:00,Germany,Germany,DE,546.75,625.1,39.47,31.19,entsoe.eu,false,
2022-01-11 16:00:00,Germany,Germany,DE,550.54,627.67,40.11,32.96,entsoe.eu,false,
2022-01-11 17:00:00,Germany,Germany,DE,553.88,630.6,40.33,33.65,entsoe.eu,false,
2022-01-11 18:00:00,Germany,Germany,DE,562.22,641.66,38.0,31.02,entsoe.eu,false,
2022-01-11 19:00:00,Germany,Germany,DE,565.47,647.14,36.12,28.86,entsoe.eu,false,
2022-01-11 20:00:00,Germany,Germany,DE,568.85,651.66,35.24,27.23,entsoe.eu,false,
2022-01-11 21:00:00,Germany,Germany,DE,578.82,662.37,34.36,26.29,entsoe.eu,false,
2022-01-11 22:00:00,Germany,Germany,DE,583.93,667.22,34.35,25.97,entsoe.eu,false,
2022-01-11 23:00:00,Germany,Germany,DE,592.2,675.96,33.99,26.1,entsoe.eu,false,
2022-01-12 00:00:00,Germany,Germany,DE,598.32,682.27,33.78,25.74,entsoe.eu,false,
2022-01-12 01:00:00,Germany,Germany,DE,600.02,684.19,33.73,25.66,entsoe.eu,false,
2022-01-12 02:00:00,Germany,Germany,DE,603.19,687.58,33.34,25.21,entsoe.eu,false,
2022-01-12 03:00:00,Germany,Germany,DE,599.57,684.4,33.05,24.52,entsoe.eu,false,
2022-01-12 04:00:00,Germany,Germany,DE,599.25,685.35,32.09,23.84,entsoe.eu,false,
2022-01-12 05:00:00,Germany,Germany,DE,589.49,673.74,33.74,25.81,entsoe.eu,false,
2022-01-12 06:00:00,Germany,Germany,DE,591.28,675.23,34.15,26.8,entsoe.eu,false,
2022-01-12 07:00:00,Germany,Germany,DE,581.28,662.83,36.56,29.5,entsoe.eu,false,
