Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-10-03 10:00:00,Germany,Germany,DE,264.69,320.87,72.72,66.46,entsoe.eu,false,
2022-10-03 11:00:00,Germany,Germany,DE,264.11,320.35,72.76,66.45,entsoe.eu,false,
2022-10-03 12:00:00,Germany,Germany,DE,275.45,332.55,71.6,65.0,entsoe.eu,false,
2022-10-03 13:00:00,Germany,Germany,DE,306.6,366.13,68.57,61.64,entsoe.eu,false,
2022-10-03 14:00:00,Germany,Germany,DE,364.06,426.5,63.9,56.63,entsoe.eu,false,
2022-10-03 15:00:00,Germany,Germany,DE,431.4,496.32,58.89,50.83,entsoe.eu,false,
2022-10-03 16:00:00,Germany,Germany,DE,474.91,539.53,56.87,48.8,entsoe.eu,false,
2022-10-03 17:00:00,Germany,Germany,DE,483.79,548.14,56.57,48.6,entsoe.eu,false,
2022-10-03 18:00:00,Germany,Germany,DE,485.25,550.81,55.51,47.2,entsoe.eu,false,
2022-10-03 19:00:00,Germany,Germany,DE,485.31,552.81,53.94,45.06,entsoe.eu,false,
2022-10-03 20:00:00,Germany,Germany,DE,490.14,559.29,52.56,43.15,entsoe.eu,false,
2022-10-03 21:00:00,Germany,Germany,DE,501.73,572.7,50.45,40.25,entsoe.eu,false,
2022-10-03 22:00:00,Germany,Germany,DE,513.21,584.4,49.4,38.75,entsoe.eu,false,
2022-10-03 23:00:00,Germany,Germany,DE,510.36,581.69,49.73,39.05,entsoe.eu,false,
2022-10-04 00:00:00,Germany,Germany,DE,516.02,587.94,49.16,38.52,entsoe.eu,false,
2022-10-04 01:00:00,Germany,Germany,DE,526.06,598.58,48.03,37.26,entsoe.eu,false,
2022-10-04 02:00:00,Germany,Germany,DE,531.83,604.96,47.36,36.67,entsoe.eu,false,
2022-10-04 03:00:00,Germany,Germany,DE,534.68,608.75,46.9,36.82,entsoe.eu,false,
2022-10-04 04:00:00,Germany,Germany,DE,521.97,592.95,49.26,40.38,entsoe.eu,false,
2022-10-04 05:00:00,Germany,Germany,DE,515.24,584.49,50.25,42.17,entsoe.eu,false,
2022-10-04 06:00:00,Germany,Germany,DE,484.25,551.43,53.13,45.46,entsoe.eu,false,
2022-10-04 07:00:00,Germany,Germany,DE,445.35,512.05,55.99,48.34,entsoe.eu,false,
2022-10-04 08:00:00,Germany,Germany,DE,404.12,468.48,60.06,52.86,entsoe.eu,false,
2022-10-04 09:00:00,Germany,Germany,DE,357.12,419.19,64.36,57.68,entsoe.eu,false,
2022-10-04 10:00:00,Germany,Germany,DE,308.33,367.24,68.83,62.95,entsoe.eu,false,
2022-10-04 11:00:00,Germany,Germany,DE,278.48,335.66,71.75,66.18,entsoe.eu,false,
2022-10-04 12:00:00,Germany,Germany,DE,274.66,331.68,72.32,66.67,entsoe.eu,false,
2022-10-04 13:00:00,Germany,Germany,DE,293.85,351.56,70.67,64.66,entsoe.eu,false,
2022-10-04 14:00:00,Germany,Germany,DE,346.17,406.93,65.8,59.04,entsoe.eu,false,
2022-10-04 15:00:00,Germany,Germany,DE,425.59,489.37,59.39,52.21,entsoe.eu,false,
2022-10-04 16:00:00,Germany,Germany,DE,465.38,527.61,57.84,50.81,entsoe.eu,false,
2022-10-04 17:00:00,Germany,Germany,DE,446.85,507.37,59.03,51.91,entsoe.eu,false,
2022-10-04 18:00:00,Germany,Germany,DE,416.67,476.37,60.68,53.82,entsoe.eu,false,
2022-10-04 19:00:00,Germany,Germany,DE,384.61,443.81,62.32,55.24,entsoe.eu,false,
2022-10-04 20:00:00,Germany,Germany,DE,362.66,420.48,64.21,57.06,entsoe.eu,false,
2022-10-04 21:00:00,Germany,Germany,DE,343.0,400.22,65.4,58.04,entsoe.eu,false,
2022-10-04 22:00:00,Germany,Germany,DE,339.44,397.04,64.84,57.6,entsoe.eu,false,
2022-10-04 23:00:00,Germany,Germany,DE,337.99,395.85,64.74,57.43,entsoe.eu,false,
2022-10-05 00:00:00,Germany,Germany,DE,336.88,395.01,64.77,57.36,entsoe.eu,false,
2022-10-05 01:00:00,Germany,Germany,DE,330.58,388.59,65.31,57.77,entsoe.eu,false,
2022-10-05 02:00:00,Germany,Germany,DE,337.87,396.49,64.55,57.0,entsoe.eu,false,
2022-10-05 03:00:00,Germany,Germany,DE,347.27,406.21,63.9,56.42,entsoe.eu,false,
2022-10-05 04:00:00,Germany,Germany,DE,368.42,426.65,63.11,56.24,entsoe.eu,false,
2022-10-05 05:00:00,Germany,Germany,DE,376.24,431.79,64.69,58.29,entsoe.eu,false,
2022-10-05 06:00:00,Germany,Germany,DE,354.66,409.65,66.5,60.36,entsoe.eu,false,
2022-10-05 07:00:00,Germany,Germany,DE,312.87,368.31,68.94,62.89,entsoe.eu,false,
2022-10-05 08:00:00,Germany,Germany,DE,267.82,322.31,72.25,66.18,entsoe.eu,false,
2022-10-05 09:00:00,Germany,Germany,DE,215.63,267.12,77.35,71.48,entsoe.eu,false,
2022-10-05 10:00:00,Germany,Germany,DE,190.72,240.17,79.8,74.46,entsoe.eu,false,
2022-10-05 11:00:00,Germany,Germany,DE,183.3,231.58,80.88,75.66,entsoe.eu,false,
2022-10-05 12:00:00,Germany,Germany,DE,188.64,237.3,80.34,75.11,entsoe.eu,false,
2022-10-05 13:00:00,Germany,Germany,DE,195.18,244.11,79.7,74.11,entsoe.eu,false,
2022-10-05 14:00:00,Germany,Germany,DE,223.65,274.22,76.64,70.51,entsoe.eu,false,
2022-10-05 15:00:00,Germany,Germany,DE,305.19,357.23,71.02,64.75,entsoe.eu,false,
2022-10-05 16:00:00,Germany,Germany,DE,336.51,388.27,68.96,62.89,entsoe.eu,false,
2022-10-05 17:00:00,Germany,Germany,DE,314.4,363.97,70.91,65.12,entsoe.eu,false,
2022-10-05 18:00:00,Germany,Germany,DE,271.32,321.36,72.47,66.4,entsoe.eu,false,
2022-10-05 19:00:00,Germany,Germany,DE,224.97,273.25,75.97,69.76,entsoe.eu,false,
2022-10-05 20:00:00,Germany,Germany,DE,218.76,266.9,76.45,69.95,entsoe.eu,false,
2022-10-05 21:00:00,Germany,Germany,DE,214.33,262.54,76.74,69.97,entsoe.eu,false,
2022-10-05 22:00:00,Germany,Germany,DE,230.04,280.02,75.11,68.13,entsoe.eu,false,
2022-10-05 23:00:00,Germany,Germany,DE,232.72,282.36,75.23,67.92,entsoe.eu,false,
2022-10-06 00:00:00,Germany,Germany,DE,236.31,286.47,74.86,67.35,entsoe.eu,false,
2022-10-06 01:00:00,Germany,Germany,DE,241.29,291.92,74.27,66.71,entsoe.eu,false,
2022-10-06 02:00:00,Germany,Germany,DE,251.53,302.78,73.49,66.16,entsoe.eu,false,
2022-10-06 03:00:00,Germany,Germany,DE,266.96,318.11,72.19,65.41,entsoe.eu,false,
2022-10-06 04:00:00,Germany,Germany,DE,313.57,366.23,68.46,62.37,entsoe.eu,false,
2022-10-06 05:00:00,Germany,Germany,DE,327.63,379.09,68.98,63.04,entsoe.eu,false,
2022-10-06 06:00:00,Germany,Germany,DE,332.46,384.27,69.45,63.65,entsoe.eu,false,
2022-10-06 07:00:00,Germany,Germany,DE,307.52,360.81,70.19,64.64,entsoe.eu,false,
2022-10-06 08:00:00,Germany,Germany,DE,266.87,319.4,73.17,67.96,entsoe.eu,false,
2022-10-06 09:00:00,Germany,Germany,DE,253.83,306.53,74.08,69.04,entsoe.eu,false,
2022-10-06 10:00:00,Germany,Germany,DE,250.21,302.69,74.59,69.71,entsoe.eu,false,
2022-10-06 11:00:00,Germany,Germany,DE,243.61,296.18,75.17,70.2,entsoe.eu,false,
2022-10-06 12:00:00,Germany,Germany,DE,244.31,297.52,75.01,69.82,entsoe.eu,false,
2022-10-06 13:00:00,Germany,Germany,DE,273.44,328.85,71.63,66.17,entsoe.eu,false,
2022-10-06 14:00:00,Germany,Germany,DE,326.73,385.95,66.03,60.07,entsoe.eu,false,
2022-10-06 15:00:00,Germany,Germany,DE,400.19,462.54,60.24,53.42,entsoe.eu,false,
2022-10-06 16:00:00,Germany,Germany,DE,460.69,524.05,56.12,49.09,entsoe.eu,false,
2022-10-06 17:00:00,Germany,Germany,DE,452.22,514.31,56.96,49.87,entsoe.eu,false,
2022-10-06 18:00:00,Germany,Germany,DE,451.63,514.3,56.82,49.95,entsoe.eu,false,
2022-10-06 19:00:00,Germany,Germany,DE,447.47,510.23,57.44,50.36,entsoe.eu,false,
2022-10-06 20:00:00,Germany,Germany,DE,451.94,515.95,56.43,49.06,entsoe.eu,false,
2022-10-06 21:00:00,Germany,Germany,DE,456.43,520.84,55.83,48.29,entsoe.eu,false,
2022-10-06 22:00:00,Germany,Germany,DE,454.92,519.7,55.78,47.86,entsoe.eu,false,
2022-10-06 23:00:00,Germany,Germany,DE,457.19,523.32,54.76,46.42,entsoe.eu,false,
2022-10-07 00:00:00,Germany,Germany,DE,456.92,522.65,54.86,46.32,entsoe.eu,false,
2022-10-07 01:00:00,Germany,Germany,DE,450.45,515.82,55.32,46.75,entsoe.eu,false,
2022-10-07 02:00:00,Germany,Germany,DE,446.29,511.22,55.76,47.34,entsoe.eu,false,
2022-10-07 03:00:00,Germany,Germany,DE,454.95,520.07,55.05,47.13,entsoe.eu,false,
2022-10-07 04:00:00,Germany,Germany,DE,447.21,510.1,56.88,49.71,entsoe.eu,false,
2022-10-07 05:00:00,Germany,Germany,DE,447.37,507.33,58.72,52.11,entsoe.eu,false,
2022-10-07 06:00:00,Germany,Germany,DE,425.3,485.67,59.82,53.53,entsoe.eu,false,
2022-10-07 07:00:00,Germany,Germany,DE,388.84,450.44,61.39,55.13,entsoe.eu,false,
2022-10-07 08:00:00,Germany,Germany,DE,338.84,397.94,66.49,60.26,entsoe.eu,false,
2022-10-07 09:00:00,Germany,Germany,DE,296.87,354.34,69.86,63.88,entsoe.eu,false,
2022-10-07 10:00:00,Germany,Germany,DE,263.69,318.44,73.16,67.49,entsoe.eu,false,
2022-10-07 11:00:00,Germany,Germany,DE,240.99,295.08,75.21,69.52,entsoe.eu,false,
2022-10-07 12:00:00,Germany,Germany,DE,246.91,301.57,74.5,68.51,entsoe.eu,false,
2022-10-07 13:00:00,Germany,Germany,DE,313.83,372.32,68.14,62.05,entsoe.eu,false,
2022-10-07 14:00:00,Germany,Germany,DE,371.84,432.81,63.41,56.54,entsoe.eu,false,
2022-10-07 15:00:00,Germany,Germany,DE,439.05,502.47,58.35,50.78,entsoe.eu,false,
2022-10-07 16:00:00,Germany,Germany,DE,473.66,536.32,56.78,49.38,entsoe.eu,false,
2022-10-07 17:00:00,Germany,Germany,DE,461.24,522.07,58.17,50.91,entsoe.eu,false,
2022-10-07 18:00:00,Germany,Germany,DE,441.83,503.53,58.07,50.63,entsoe.eu,false,
2022-10-07 19:00:00,Germany,Germany,DE,424.15,485.25,59.13,51.86,entsoe.eu,false,
2022-10-07 20:00:00,Germany,Germany,DE,397.08,457.41,61.17,53.78,entsoe.eu,false,
2022-10-07 21:00:00,Germany,Germany,DE,366.8,426.15,63.39,55.75,entsoe.eu,false,
2022-10-07 22:00:00,Germany,Germany,DE,358.65,417.48,64.01,56.32,entsoe.eu,false,
2022-10-07 23:00:00,Germany,Germany,DE,360.83,419.8,63.84,56.03,entsoe.eu,false,
2022-10-08 00:00:00,Germany,Germany,DE,364.08,423.67,63.53,55.53,entsoe.eu,false,
2022-10-08 01:00:00,Germany,Germany,DE,364.23,424.04,63.5,55.39,entsoe.eu,false,
2022-10-08 02:00:00,Germany,Germany,DE,365.18,425.63,63.33,55.04,entsoe.eu,false,
2022-10-08 03:00:00,Germany,Germany,DE,376.12,437.22,62.28,54.07,entsoe.eu,false,
2022-10-08 04:00:00,Germany,Germany,DE,389.06,450.64,61.37,53.39,entsoe.eu,false,
2022-10-08 05:00:00,Germany,Germany,DE,384.07,445.32,61.92,54.1,entsoe.eu,false,
2022-10-08 06:00:00,Germany,Germany,DE,382.13,442.3,62.85,55.52,entsoe.eu,false,
2022-10-08 07:00:00,Germany,Germany,DE,367.06,425.63,65.02,58.22,entsoe.eu,false,
2022-10-08 08:00:00,Germany,Germany,DE,328.99,386.62,67.65,61.08,entsoe.eu,false,
2022-10-08 09:00:00,Germany,Germany,DE,286.42,341.39,71.3,65.06,entsoe.eu,false,
2022-10-08 10:00:00,Germany,Germany,DE,243.16,295.45,75.28,68.99,entsoe.eu,false,
2022-10-08 11:00:00,Germany,Germany,DE,222.85,274.27,77.11,70.85,entsoe.eu,false,
2022-10-08 12:00:00,Germany,Germany,DE,242.3,294.62,75.33,69.01,entsoe.eu,false,
2022-10-08 13:00:00,Germany,Germany,DE,287.14,341.81,71.11,64.73,entsoe.eu,false,
2022-10-08 14:00:00,Germany,Germany,DE,326.36,383.81,67.18,60.49,entsoe.eu,false,
2022-10-08 15:00:00,Germany,Germany,DE,379.54,441.03,61.79,54.59,entsoe.eu,false,
2022-10-08 16:00:00,Germany,Germany,DE,434.89,496.71,58.71,51.74,entsoe.eu,false,
2022-10-08 17:00:00,Germany,Germany,DE,444.68,505.97,58.68,51.78,entsoe.eu,false,
2022-10-08 18:00:00,Germany,Germany,DE,440.15,503.23,57.79,50.59,entsoe.eu,false,
2022-10-08 19:00:00,Germany,Germany,DE,434.33,499.69,56.62,48.97,entsoe.eu,false,
2022-10-08 20:00:00,Germany,Germany,DE,436.21,503.2,55.84,47.72,entsoe.eu,false,
2022-10-08 21:00:00,Germany,Germany,DE,441.78,511.42,54.23,45.52,entsoe.eu,false,
2022-10-08 22:00:00,Germany,Germany,DE,444.07,514.63,53.48,44.29,entsoe.eu,false,
2022-10-08 23:00:00,Germany,Germany,DE,442.22,513.49,53.59,43.64,entsoe.eu,false,
2022-10-09 00:00:00,Germany,Germany,DE,449.1,521.14,53.12,42.72,entsoe.eu,false,
2022-10-09 01:00:00,Germany,Germany,DE,451.42,524.21,52.87,42.0,entsoe.eu,false,
2022-10-09 02:00:00,Germany,Germany,DE,450.62,523.7,53.61,41.39,entsoe.eu,false,
2022-10-09 03:00:00,Germany,Germany,DE,452.27,526.84,52.7,39.46,entsoe.eu,false,
2022-10-09 04:00:00,Germany,Germany,DE,466.78,543.53,50.7,38.54,entsoe.eu,false,
2022-10-09 05:00:00,Germany,Germany,DE,479.27,555.38,50.45,39.17,entsoe.eu,false,
2022-10-09 06:00:00,Germany,Germany,DE,433.58,506.35,55.15,45.68,entsoe.eu,false,
2022-10-09 07:00:00,Germany,Germany,DE,361.92,430.19,62.19,53.76,entsoe.eu,false,
2022-10-09 08:00:00,Germany,Germany,DE,314.78,378.17,68.26,60.54,entsoe.eu,false,
2022-10-09 09:00:00,Germany,Germany,DE,282.79,343.32,71.44,64.37,entsoe.eu,false,
2022-10-09 10:00:00,Germany,Germany,DE,238.08,295.64,75.54,68.76,entsoe.eu,false,
2022-10-09 11:00:00,Germany,Germany,DE,210.99,267.2,78.01,71.05,entsoe.eu,false,
2022-10-09 12:00:00,Germany,Germany,DE,220.76,277.89,76.78,69.39,entsoe.eu,false,
2022-10-09 13:00:00,Germany,Germany,DE,290.8,351.33,70.37,62.77,entsoe.eu,false,
2022-10-09 14:00:00,Germany,Germany,DE,353.01,417.9,63.72,55.69,entsoe.eu,false,
2022-10-09 15:00:00,Germany,Germany,DE,429.47,495.95,58.15,49.65,entsoe.eu,false,
2022-10-09 16:00:00,Germany,Germany,DE,471.9,535.31,57.36,49.56,entsoe.eu,false,
2022-10-09 17:00:00,Germany,Germany,DE,428.94,489.12,60.07,52.83,entsoe.eu,false,
2022-10-09 18:00:00,Germany,Germany,DE,372.75,431.64,63.03,55.55,entsoe.eu,false,
2022-10-09 19:00:00,Germany,Germany,DE,333.67,389.55,66.7,59.19,entsoe.eu,false,
2022-10-09 20:00:00,Germany,Germany,DE,339.02,395.21,65.86,58.32,entsoe.eu,false,
2022-10-09 21:00:00,Germany,Germany,DE,332.11,387.61,66.78,59.0,entsoe.eu,false,
2022-10-09 22:00:00,Germany,Germany,DE,319.77,375.07,67.78,59.61,entsoe.eu,false,
2022-10-09 23:00:00,Germany,Germany,DE,335.15,390.98,66.47,58.37,entsoe.eu,false,
2022-10-10 00:00:00,Germany,Germany,DE,338.77,395.28,66.11,57.85,entsoe.eu,false,
2022-10-10 01:00:00,Germany,Germany,DE,351.14,408.56,64.91,56.64,entsoe.eu,false,
2022-10-10 02:00:00,Germany,Germany,DE,369.23,427.72,63.26,55.06,entsoe.eu,false,
2022-10-10 03:00:00,Germany,Germany,DE,383.64,443.21,61.44,53.55,entsoe.eu,false,
2022-10-10 04:00:00,Germany,Germany,DE,411.4,473.48,57.68,50.58,entsoe.eu,false,
2022-10-10 05:00:00,Germany,Germany,DE,429.36,490.01,57.81,51.42,entsoe.eu,false,
2022-10-10 06:00:00,Germany,Germany,DE,424.42,485.17,58.62,52.56,entsoe.eu,false,
2022-10-10 07:00:00,Germany,Germany,DE,400.35,461.96,60.04,54.08,entsoe.eu,false,
2022-10-10 08:00:00,Germany,Germany,DE,380.64,442.15,61.85,56.05,entsoe.eu,false,
2022-10-10 09:00:00,Germany,Germany,DE,349.26,410.72,63.96,58.18,entsoe.eu,false,
2022-10-10 10:00:00,Germany,Germany,DE,317.37,377.42,66.85,60.99,entsoe.eu,false,
2022-10-10 11:00:00,Germany,Germany,DE,315.78,374.45,67.61,61.83,entsoe.eu,false,
2022-10-10 12:00:00,Germany,Germany,DE,324.69,383.39,66.85,60.9,entsoe.eu,false,
2022-10-10 13:00:00,Germany,Germany,DE,353.55,413.73,64.01,57.9,entsoe.eu,false,
2022-10-10 14:00:00,Germany,Germany,DE,402.93,466.23,58.64,52.32,entsoe.eu,false,
2022-10-10 15:00:00,Germany,Germany,DE,446.18,511.07,54.87,48.54,entsoe.eu,false,
2022-10-10 16:00:00,Germany,Germany,DE,455.46,518.95,54.8,48.61,entsoe.eu,false,
2022-10-10 17:00:00,Germany,Germany,DE,459.9,523.34,54.48,48.31,entsoe.eu,false,
2022-10-10 18:00:00,Germany,Germany,DE,455.94,521.55,53.0,46.62,entsoe.eu,false,
2022-10-10 19:00:00,Germany,Germany,DE,440.22,505.16,54.03,47.54,entsoe.eu,false,
2022-10-10 20:00:00,Germany,Germany,DE,441.9,506.81,54.14,47.4,entsoe.eu,false,
2022-10-10 21:00:00,Germany,Germany,DE,450.48,514.29,54.97,47.81,entsoe.eu,false,
2022-10-10 22:00:00,Germany,Germany,DE,440.96,503.77,55.98,48.46,entsoe.eu,false,
2022-10-10 23:00:00,Germany,Germany,DE,433.03,495.77,56.76,48.97,entsoe.eu,false,
2022-10-11 00:00:00,Germany,Germany,DE,441.62,505.75,55.8,47.73,entsoe.eu,false,
2022-10-11 01:00:00,Germany,Germany,DE,449.65,514.78,54.83,46.7,entsoe.eu,false,
2022-10-11 02:00:00,Germany,Germany,DE,453.53,520.0,53.64,45.09,entsoe.eu,false,
2022-10-11 03:00:00,Germany,Germany,DE,474.36,543.5,50.6,42.15,entsoe.eu,false,
2022-10-11 04:00:00,Germany,Germany,DE,493.7,566.31,46.58,39.13,entsoe.eu,false,
2022-10-11 05:00:00,Germany,Germany,DE,507.13,579.42,46.0,39.41,entsoe.eu,false,
2022-10-11 06:00:00,Germany,Germany,DE,499.63,572.63,45.82,39.65,entsoe.eu,false,
2022-10-11 07:00:00,Germany,Germany,DE,471.94,545.19,47.82,41.81,entsoe.eu,false,
2022-10-11 08:00:00,Germany,Germany,DE,440.45,513.27,50.33,44.44,entsoe.eu,false,
2022-10-11 09:00:00,Germany,Germany,DE,410.43,479.88,54.79,49.05,entsoe.eu,false,
2022-10-11 10:00:00,Germany,Germany,DE,388.42,455.43,57.46,51.56,entsoe.eu,false,
2022-10-11 11:00:00,Germany,Germany,DE,381.56,447.99,58.5,52.59,entsoe.eu,false,
2022-10-11 12:00:00,Germany,Germany,DE,404.92,473.72,55.72,49.63,entsoe.eu,false,
2022-10-11 13:00:00,Germany,Germany,DE,435.36,507.8,51.76,45.51,entsoe.eu,false,
2022-10-11 14:00:00,Germany,Germany,DE,487.1,565.95,44.93,38.24,entsoe.eu,false,
2022-10-11 15:00:00,Germany,Germany,DE,552.11,635.35,38.31,30.96,entsoe.eu,false,
2022-10-11 16:00:00,Germany,Germany,DE,573.91,655.24,37.72,30.26,entsoe.eu,false,
2022-10-11 17:00:00,Germany,Germany,DE,563.78,642.77,39.33,31.46,entsoe.eu,false,
2022-10-11 18:00:00,Germany,Germany,DE,581.91,663.32,36.96,29.41,entsoe.eu,false,
2022-10-11 19:00:00,Germany,Germany,DE,584.83,670.51,33.82,25.62,entsoe.eu,false,
2022-10-11 20:00:00,Germany,Germany,DE,595.97,683.71,31.97,23.65,entsoe.eu,false,
2022-10-11 21:00:00,Germany,Germany,DE,602.14,689.76,32.11,23.02,entsoe.eu,false,
2022-10-11 22:00:00,Germany,Germany,DE,608.43,695.65,32.32,22.73,entsoe.eu,false,
2022-10-11 23:00:00,Germany,Germany,DE,603.35,689.7,33.33,23.43,entsoe.eu,false,
2022-10-12 00:00:00,Germany,Germany,DE,602.36,688.54,33.59,24.0,entsoe.eu,false,
2022-10-12 01:00:00,Germany,Germany,DE,599.69,685.52,33.94,23.81,entsoe.eu,false,
2022-10-12 02:00:00,Germany,Germany,DE,589.94,675.39,34.47,24.03,entsoe.eu,false,
2022-10-12 03:00:00,Germany,Germany,DE,592.96,680.08,32.56,22.69,entsoe.eu,false,
2022-10-12 04:00:00,Germany,Germany,DE,586.01,672.22,33.19,24.58,entsoe.eu,false,
2022-10-12 05:00:00,Germany,Germany,DE,566.89,647.64,37.68,29.68,entsoe.eu,false,
2022-10-12 06:00:00,Germany,Germany,DE,547.08,627.13,39.2,31.54,entsoe.eu,false,
2022-10-12 07:00:00,Germany,Germany,DE,506.53,584.95,42.93,36.18,entsoe.eu,false,
2022-10-12 08:00:00,Germany,Germany,DE,459.05,534.3,48.25,41.9,entsoe.eu,false,
2022-10-12 09:00:00,Germany,Germany,DE,429.43,501.84,52.14,45.78,entsoe.eu,false,
2022-10-12 10:00:00,Germany,Germany,DE,410.65,481.01,54.53,48.38,entsoe.eu,false,
2022-10-12 11:00:00,Germany,Germany,DE,406.91,476.44,55.14,49.08,entsoe.eu,false,
2022-10-12 12:00:00,Germany,Germany,DE,417.97,488.41,53.87,47.7,entsoe.eu,false,
2022-10-12 13:00:00,Germany,Germany,DE,447.65,520.6,50.5,44.32,entsoe.eu,false,
2022-10-12 14:00:00,Germany,Germany,DE,494.93,572.62,44.81,37.96,entsoe.eu,false,
2022-10-12 15:00:00,Germany,Germany,DE,548.94,630.56,38.89,31.56,entsoe.eu,false,
2022-10-12 16:00:00,Germany,Germany,DE,570.94,651.6,37.62,30.63,entsoe.eu,false,
2022-10-12 17:00:00,Germany,Germany,DE,552.2,630.37,39.83,32.63,entsoe.eu,false,
2022-10-12 18:00:00,Germany,Germany,DE,545.25,624.83,39.39,32.29,entsoe.eu,false,
2022-10-12 19:00:00,Germany,Germany,DE,536.9,617.07,39.04,31.87,entsoe.eu,false,
2022-10-12 20:00:00,Germany,Germany,DE,526.27,604.52,41.51,33.78,entsoe.eu,false,
2022-10-12 21:00:00,Germany,Germany,DE,523.51,598.78,44.47,36.46,entsoe.eu,false,
2022-10-12 22:00:00,Germany,Germany,DE,519.63,592.88,46.25,37.99,entsoe.eu,false,
2022-10-12 23:00:00,Germany,Germany,DE,513.03,585.53,47.07,38.44,entsoe.eu,false,
2022-10-13 00:00:00,Germany,Germany,DE,521.03,594.29,46.4,37.81,entsoe.eu,false,
2022-10-13 01:00:00,Germany,Germany,DE,529.29,603.73,45.33,36.49,entsoe.eu,false,
2022-10-13 02:00:00,Germany,Germany,DE,527.73,602.62,44.74,35.04,entsoe.eu,false,
2022-10-13 03:00:00,Germany,Germany,DE,527.97,605.12,42.55,33.26,entsoe.eu,false,
2022-10-13 04:00:00,Germany,Germany,DE,516.33,594.77,41.28,33.74,entsoe.eu,false,
2022-10-13 05:00:00,Germany,Germany,DE,525.71,601.71,42.61,36.06,entsoe.eu,false,
2022-10-13 06:00:00,Germany,Germany,DE,511.37,585.03,45.04,38.87,entsoe.eu,false,
2022-10-13 07:00:00,Germany,Germany,DE,499.29,573.46,45.48,39.16,entsoe.eu,false,
2022-10-13 08:00:00,Germany,Germany,DE,486.73,560.75,46.5,40.14,entsoe.eu,false,
2022-10-13 09:00:00,Germany,Germany,DE,476.63,551.28,46.58,40.29,entsoe.eu,false,
2022-10-13 10:00:00,Germany,Germany,DE,468.24,542.49,47.2,40.98,entsoe.eu,false,
2022-10-13 11:00:00,Germany,Germany,DE,470.07,544.32,47.07,40.95,entsoe.eu,false,
2022-10-13 12:00:00,Germany,Germany,DE,485.7,561.08,45.25,38.95,entsoe.eu,false,
2022-10-13 13:00:00,Germany,Germany,DE,510.8,588.94,42.07,35.46,entsoe.eu,false,
2022-10-13 14:00:00,Germany,Germany,DE,543.71,623.69,39.55,32.85,entsoe.eu,false,
2022-10-13 15:00:00,Germany,Germany,DE,561.73,642.5,37.92,30.7,entsoe.eu,false,
2022-10-13 16:00:00,Germany,Germany,DE,563.46,641.82,39.38,32.58,entsoe.eu,false,
2022-10-13 17:00:00,Germany,Germany,DE,559.36,638.82,38.44,31.69,entsoe.eu,false,
2022-10-13 18:00:00,Germany,Germany,DE,560.45,642.38,36.98,30.12,entsoe.eu,false,
2022-10-13 19:00:00,Germany,Germany,DE,552.15,634.12,37.47,30.08,entsoe.eu,false,
2022-10-13 20:00:00,Germany,Germany,DE,552.67,633.68,38.84,31.1,entsoe.eu,false,
2022-10-13 21:00:00,Germany,Germany,DE,562.37,643.99,38.38,30.17,entsoe.eu,false,
2022-10-13 22:00:00,Germany,Germany,DE,563.17,645.35,37.73,29.0,entsoe.eu,false,
2022-10-13 23:00:00,Germany,Germany,DE,569.33,651.74,37.4,28.12,entsoe.eu,false,
2022-10-14 00:00:00,Germany,Germany,DE,570.34,652.48,37.63,27.7,entsoe.eu,false,
2022-10-14 01:00:00,Germany,Germany,DE,566.1,647.64,38.17,27.41,entsoe.eu,false,
2022-10-14 02:00:00,Germany,Germany,DE,562.49,644.31,38.07,26.54,entsoe.eu,false,
2022-10-14 03:00:00,Germany,Germany,DE,562.65,646.83,35.64,25.08,entsoe.eu,false,
2022-10-14 04:00:00,Germany,Germany,DE,552.39,636.87,35.71,25.66,entsoe.eu,false,
2022-10-14 05:00:00,Germany,Germany,DE,545.28,624.37,39.97,31.34,entsoe.eu,false,
2022-10-14 06:00:00,Germany,Germany,DE,530.49,606.41,42.91,34.66,entsoe.eu,false,
2022-10-14 07:00:00,Germany,Germany,DE,522.33,597.88,43.79,37.0,entsoe.eu,false,
2022-10-14 08:00:00,Germany,Germany,DE,491.34,567.96,44.67,37.79,entsoe.eu,false,
2022-10-14 09:00:00,Germany,Germany,DE,470.36,545.13,47.3,40.8,entsoe.eu,false,
2022-10-14 10:00:00,Germany,Germany,DE,460.86,535.04,48.02,41.69,entsoe.eu,false,
2022-10-14 11:00:00,Germany,Germany,DE,463.77,538.14,47.58,41.2,entsoe.eu,false,
2022-10-14 12:00:00,Germany,Germany,DE,474.29,549.66,46.24,39.75,entsoe.eu,false,
2022-10-14 13:00:00,Germany,Germany,DE,485.67,561.94,44.65,36.97,entsoe.eu,false,
2022-10-14 14:00:00,Germany,Germany,DE,507.29,585.13,42.24,34.09,entsoe.eu,false,
2022-10-14 15:00:00,Germany,Germany,DE,525.53,603.99,40.91,32.17,entsoe.eu,false,
2022-10-14 16:00:00,Germany,Germany,DE,528.21,605.3,41.82,33.98,entsoe.eu,false,
2022-10-14 17:00:00,Germany,Germany,DE,521.94,597.57,43.11,36.57,entsoe.eu,false,
