CarbonBudget
3949312.305641314
3104186.699859336
2397920.7163838297
2133726.7380151
1990503.4564160877
1932621.2273899862
2150262.8036286104
2719114.9039929467
3766435.796452195
5099530.321785489
6345985.373430413
7004263.547844031
7218575.691038409
7321457.48297747
7388333.891846405
7499119.420978496
7703724.124848457
7865453.157006304
7860514.557243796
7998261.850277742
8031068.453442305
7624652.312039756
6423951.300743839
4895858.965720009
3678593.669510221
2829241.3902520244
2336472.078850208
2044620.297537237
1933981.6420865555
2178430.4426726922
3050638.799829337
4955123.384965794
7038313.022320192
8661508.288049132
9780052.361529484
9945902.855835034
9899312.568738695
10421630.376208985
10693413.346582066
10104423.331321836
8981371.946756158
8088274.752455018
7690909.673894458
7828999.264819799
8106668.736808483
7621531.079660382
6215677.4212292135
4617584.33416806
3385361.9199697217
2633269.2370017576
2197014.0740565397
1939214.8780087454
1895492.8494849945
2196912.973413511
3238796.3177719666
5289253.566499762
7400970.139029617
8908660.80868882
9828877.195035957
9806439.073861765
9803359.503835287
10185611.924956486
10383485.325793719
9813288.920175932
8733989.561028091
7854060.447732337
7391047.388665434
7508604.883286683
7729324.918555707
7295984.564918712
5996001.944472003
4531180.058349239
3422610.396550662
2698179.182813993
2252873.290325611
2036758.3337967102
1982014.3353899638
2250177.458344209
3299654.905288971
5331962.033302254
7362387.245060315
8769614.427941766
9680324.24305525
9595380.815978382
9625485.143384293
9929117.593801402
10077708.87514677
9526993.341344804
9046700.515890293
7908952.430816569
7115212.060100652
7275216.2708485965
7551967.504579447
7181034.133692296
6029132.847391508
4520787.13444517
3415572.13368667
2688660.254369255
2248872.457197265
2015665.4842329323
1944461.091622849
2189916.8843798554
3133439.3167102523
4994056.963798765
6981519.892267505
8285852.588507546
9137068.00818726
9167729.789404128
9130563.121962635
9428737.858652037
9533434.523473606
8986875.835996293
8136049.885424441
7320827.602703374
6906391.377663881
6955662.326404619
6995290.8353801165
6927561.906815647
5841711.351772729
4506529.061477073
3421351.749094766
2706253.5690044863
2289552.8258154006
2051490.363980012
1907964.5581491694
2181804.315560028
3155646.3716625716
5027636.321332955
6920935.175764633
8249224.976362726
9048412.005347269
8900435.104832605
8553772.554248648
8381985.785703236
8141779.768036438
7551907.955189709
6937514.125826724
6428706.141755173
6091410.51019796
6094598.624541182
6258927.165320534
6251177.967681846
5617775.550935473
4532132.40418664
3597091.3305833596
2872866.651017449
2344202.6117547983
2066700.4557753461
1900307.4620852838
1931712.5436984182
2194366.4593048897
2752070.7139306804
3558478.4397199727
4542746.083011254
5438955.843922364
5886086.214168775
5978145.1267218795
6073617.574722277
6133591.809361806
6201547.773118986
6311821.35525869
6346764.737178591
6140680.075434149
6091231.862028741
6247429.466917268
6364453.461222228
5848412.670488686
4895039.272814229
