timestamp,De
0227190000,1362888
0227200000,1236677
0227210000,1396605
0227220000,1276613
0227230000,970114
022800000,700559
022810000,547749
022820000,427555
022830000,360234
022840000,305957
022850000,317499
022860000,325803
022870000,384586
022880000,542296
022890000,720043
0228100000,1034538
0228110000,1164663
0228120000,1352010
0228130000,1467737
0228140000,1433902
0228150000,1399574
0228160000,1235316
0228170000,1278648
0228180000,1261046
0228190000,1241116
0228200000,1232118
0228210000,1267000
0228220000,1240250
0228230000,1039980
03100000,793403
03110000,658159
03120000,496334
03130000,371962
03140000,312700
03150000,312295
03160000,336325
03170000,400564
03180000,584590
03190000,896464
031100000,1199077
031110000,1466590
031120000,1699914
031130000,1765741
031140000,1766066
031150000,1587402
031160000,1633353
031170000,1713989
031180000,1591700
031190000,1577136
031200000,1628659
031210000,1595183
031220000,1414938
031230000,1016372
03200000,736842
03210000,587162
03220000,477063
03230000,380720
03240000,386791
03250000,395068
03260000,475505
03270000,730519
03280000,1232978
03290000,1549825
032100000,1838165
032110000,2016769
032120000,1897144
032130000,1878446
032140000,2072035
032150000,2031087
032160000,1921497
032170000,1733058
032180000,1567136
032190000,1566141
032200000,1595617
032210000,1620971
032220000,1282669
032230000,894051
03300000,600919
03310000,459755
03320000,473819
03330000,350669
03340000,344691
03350000,372219
03360000,431279
03370000,732060
03380000,1303183
03390000,1591252
033100000,1854234
033110000,1899658
033120000,1916581
033130000,1955558
033140000,2105277
033150000,2071338
033160000,1846135
033170000,1664069
033180000,1487500
033190000,1445883
033200000,1498263
033210000,1471404
033220000,1261521
033230000,924658
03400000,646065
03410000,495734
03420000,384117
03430000,317097
03440000,329331
03450000,331756
03460000,408726
03470000,690105
03480000,1267018
03490000,1622926
034100000,1828272
034110000,1830587
034120000,1882900
034130000,1849722
034140000,1984505
034150000,1976368
034160000,1853380
034170000,1653664
034180000,1460072
034190000,1447848
034200000,1544764
034210000,1473294
034220000,1279202
034230000,1003078
03500000,743075
03510000,586982
03520000,468530
03530000,405895
03540000,382669
03550000,352173
03560000,414054
03570000,697882
03580000,1276243
03590000,1547468
035100000,1766644
035110000,1875323
035120000,1810717
035130000,1844561
035140000,1987114
035150000,1954286
035160000,1789875
035170000,1627292
035180000,1440286
035190000,1469771
035200000,1467197
035210000,1406703
035220000,1240966
035230000,932384
03600000,685395
03610000,527631
03620000,429633
03630000,380748
03640000,368179
03650000,364228
03660000,445956
03670000,743515
03680000,1266938
03690000,1627351
036100000,1855486
036110000,1832643
036120000,1715109
036130000,1662756
036140000,1646324
036150000,1566782
036160000,1397269
036170000,1288952
036180000,1159664
036190000,1150700
036200000,1167964
036210000,1163361
036220000,1069665
036230000,868940
03700000,639934
03710000,600846
03720000,442364
03730000,371078
03740000,347742
03750000,337691
03760000,408703
03770000,484958
03780000,679013
03790000,869310
037100000,1029059
037110000,1188397
037120000,1086741
037130000,1095202
037140000,1118774
037150000,1112937
037160000,1138498
037170000,1203743
037180000,1173527
037190000,1192400
037200000,1263361
037210000,1224157
037220000,1173893
037230000,995753
03800000,797601
03810000,658121
03820000,527542
03830000,454800
03840000,395862
03850000,371520
03860000,373865
03870000,444112
03880000,624208
03890000,893192
038100000,1123428
038110000,1258931
038120000,1232454
038130000,1235410
038140000,1209131
038150000,1248165
038160000,1322736
038170000,1449043
038180000,1480739
038190000,1565390
038200000,1554322
038210000,1484211
038220000,1294378
038230000,976985
03900000,730289
03910000,535553
03920000,425686
03930000,373052
03940000,332660
03950000,339474
03960000,405472
03970000,681659
03980000,1162160
03990000,1524092
039100000,1840091
039110000,1898691
039120000,1834318
039130000,1916853
039140000,2072856
039150000,2008057
039160000,1866169
039170000,1648066
039180000,1467670
039190000,1478772
039200000,1542825
039210000,1478323
039220000,1238760
039230000,960839
031000000,744167
031010000,556918
031020000,465392
031030000,413808
031040000,397216
031050000,412870
031060000,479445
031070000,735937
031080000,1376900
031090000,1636919
0310100000,1857166
0310110000,1930188
0310120000,1819686
0310130000,1822262
0310140000,1977427
0310150000,1948818
0310160000,1796809
0310170000,1661663
0310180000,1495675
0310190000,1530892
0310200000,1547957
0310210000,1551604
0310220000,1267876
0310230000,1006975
031100000,734395
031110000,537063
031120000,437899
031130000,362413
031140000,347189
031150000,332724
031160000,422397
031170000,729768
031180000,1298852
031190000,1643847
0311100000,1762825
0311110000,1837970
0311120000,1850433
0311130000,1834405
0311140000,1961013
0311150000,1857566
0311160000,1780916
0311170000,1543237
0311180000,1372162
0311190000,1451858
0311200000,1489539
0311210000,1417741
0311220000,1182742
0311230000,896395
031200000,757239
031210000,491204
031220000,403182
031230000,357395
031240000,320587
031250000,326323
031260000,416876
031270000,671412
031280000,1227051
031290000,1482743
0312100000,1724733
0312110000,1769310
0312120000,1730249
0312130000,1908988
0312140000,1994633
0312150000,2029845
0312160000,1873826
0312170000,1492278
0312180000,1293835
0312190000,1341622
0312200000,1410800
0312210000,1363945
0312220000,1166573
0312230000,885913
031300000,642741
031310000,507058
031320000,416449
031330000,347764
031340000,321742
031350000,361210
031360000,476126
031370000,716769
031380000,1229008
031390000,1523012
0313100000,1724285
0313110000,1969497
0313120000,1939627
0313130000,1721758
0313140000,1658137
0313150000,1495183
0313160000,1382819
0313170000,1251732
0313180000,1225316
0313190000,1202741
0313200000,1209464
0313210000,1306667
0313220000,1165998
0313230000,877335
031400000,665997
031410000,499939
031420000,382409
031430000,383795
031440000,374942
031450000,308301
031460000,335564
031470000,438388
031480000,583928
031490000,796077
0314100000,1020710
0314110000,1123414
0314120000,1223545
0314130000,1269392
0314140000,1235970
0314150000,1230430
0314160000,1249240
0314170000,1205546
0314180000,1167693
0314190000,1134255
0314200000,1148487
