q,user-throughput,QoE,total rev,rev in percentage,ed,eb,U,ce,Objective
0.47024999999999895,218406.2017499995,0.8200000000000001,483257.103499999,1.0,18928.399999999998,22197.382619155014,464447,7553567.304,0.91
0.47024999999999917,279239.1524999995,0.8200000000000001,617859.304999999,1.0,24097.699999999997,26864.56768883711,593810,9720771.202999998,0.91
0.34650000000000003,188306.81100000002,0.68,452697.18200000003,1.0,20390.199999999997,21617.3806900918,543454,8373643.433999999,0.8400000000000001
0.24749999999999994,133644.80249999996,0.6400000000000001,321287.50499999995,1.0,12131.099999999999,17282.07979466219,539979,4986246.032999999,0.8200000000000001
0.24750000000000014,100067.46750000006,0.6400000000000001,240566.2350000001,1.0,10687.0,14068.61882546652,404313,4478494.22,0.8200000000000001
0.2475000000000002,97244.97750000008,0.6400000000000001,233780.85500000013,1.0,8973.0,13074.223444423495,392909,3807064.44,0.8200000000000001
0.24749999999999797,84093.07499999931,0.6400000000000001,202163.14999999863,1.0,7638.099999999999,12210.727472084587,339770,3221826.9609999997,0.8200000000000001
0.34649999999999914,122087.19599999969,0.68,293502.5519999994,1.0,12765.399999999998,13380.896761470287,352344,5372573.897999999,0.8400000000000001
0.34649999999999864,136082.67749999947,0.68,327148.25499999896,1.0,14250.5,14675.581529050498,392735,5847265.16,0.8400000000000001
0.3464999999999986,183246.87149999925,0.68,440532.8829999985,1.0,18995.399999999998,19531.27561785506,528851,7493875.253999999,0.8400000000000001
0.3465,232613.76599999997,0.6799999999999999,559212.892,1.0,24059.6,25877.950342732507,671324,9266314.343999999,0.84
0.346499999999998,309804.26399999816,0.68,744781.9679999964,1.0,33143.399999999994,33737.54421947125,894096,12636915.551999997,0.8400000000000001
0.34649999999999886,355793.8229999988,0.68,855342.7259999977,1.0,37741.2,37895.562114445944,1026822,14536400.592,0.8400000000000001
0.47024999999999995,519304.1287499999,0.8200000000000001,1149039.7575,1.0,44696.0,45668.82340802185,1104315,17673692.32,0.91
0.47025,541745.8695,0.8200000000000001,1198695.5389999999,1.0,48396.799999999996,48714.344226435416,1152038,19757509.632,0.91
0.47024999999999983,569337.7882499998,0.8200000000000001,1259746.8764999995,1.0,49402.1,49651.96942160893,1210713,20191626.312,0.91
0.3465,448354.71449999994,0.68,1077862.849,1.0,51985.6,52153.62597184903,1293953,21088998.352,0.8400000000000001
0.3465,498119.7375,0.68,1197499.975,1.0,51313.09999999999,56039.88856057408,1437575,20665324.762999997,0.8400000000000001
0.3464999999999999,511578.14399999985,0.68,1229854.528,1.0,57684.6,57858.33778863898,1476416,23132678.292,0.8400000000000001
0.3464999999999999,526135.3019999999,0.68,1264850.524,1.0,59195.7,59488.576457393516,1518428,23751090.711,0.8400000000000001
0.4702499999999999,673211.3107499998,0.8200000000000001,1489582.9214999997,1.0,59623.7,60072.5056486623,1431603,23622909.939999998,0.91
0.47024999999999995,670218.63975,0.8200000000000001,1482961.1794999999,1.0,57938.1,62870.11607899536,1425239,22560516.759,0.91
0.4702499999999999,667863.6277499999,0.8200000000000001,1477750.3554999998,1.0,61163.59999999999,62143.29275817667,1420231,23749825.88,0.91
0.4702500000000002,571474.1340000003,0.8200000000000001,1264473.8680000007,1.0,52254.59999999999,53760.20405976882,1215256,20388177.281999998,0.91
0.47024999999999995,454180.61699999997,0.8200000000000001,1004944.034,1.0,40695.299999999996,40958.906225930674,965828,15850819.349999998,0.91
0.3465,250426.2915,0.68,602034.9229999998,1.0,28796.4,28857.69028701571,722731,11126640.996,0.8400000000000001
0.47024999999999917,254577.83174999955,0.8200000000000001,563292.363499999,1.0,21976.699999999997,23600.50851735833,541367,8488939.908999998,0.91
0.24749999999999997,105911.93249999998,0.6400000000000001,254616.56499999997,1.0,11229.099999999999,15101.777249974462,427927,4396866.396,0.8200000000000001
0.2474999999999983,88041.68999999939,0.6400000000000001,211655.77999999878,1.0,8087.4,12739.288244557203,355724,3235526.118,0.8200000000000001
0.3464999999999991,114584.7779999997,0.68,275466.4359999994,1.0,11877.099999999999,12161.109972075248,330692,4848707.304,0.8400000000000001
0.3465000000000006,118971.4680000002,0.68,286012.2160000004,1.0,13270.4,13323.150272362383,343352,5554458.624,0.8400000000000001
0.2474999999999998,106985.09249999991,0.6400000000000001,257196.4849999998,1.0,11308.0,15440.820449563958,432263,4849548.88,0.8200000000000001
0.2474999999999983,156374.70749999894,0.6400000000000001,375931.11499999784,1.0,14364.599999999999,22398.804973456266,631817,6169308.408,0.8200000000000001
0.4702499999999993,404226.8999999994,0.8200000000000001,894413.8,1.0,34794.6,34979.55670271659,859600,14895916.206,0.91
0.3464999999999999,405208.8809999999,0.68,974138.5219999999,1.0,44867.8,45170.85088561923,1169434,19150474.396,0.8400000000000001
0.346499999999999,481890.0239999986,0.68,1158483.0879999972,1.0,53400.899999999994,53563.8711998307,1390736,22711936.779,0.8400000000000001
0.3465,497910.79799999995,0.68,1196997.6759999997,1.0,54672.49999999999,54680.71962028248,1436972,23613052.749999996,0.8400000000000001
0.3465,527735.439,0.68,1268697.318,1.0,56207.59999999999,56210.94887076252,1523046,24738088.911999997,0.8400000000000001
0.3465,553042.7594999999,0.6799999999999999,1329537.139,1.0,56960.2,57951.504672688745,1596083,25538105.67,0.84
0.3465,533851.5105,0.68,1283400.601,1.0,55237.5,55344.85074953154,1540697,24761866.5,0.8400000000000001
0.24749999999999994,376310.8799999999,0.6400000000000001,904666.5599999999,1.0,49113.5,51641.556761943924,1520448,21495505.545,0.8200000000000001
