q,user-throughput,ed,QoE,Revenue per user,Revenue,Revenue in percentage,eb,U,ce
0.8464499999999999,393131.16315,60164.399999999994,1,2.2,869862.7862999999,1,97475.24185932317,464447,24009205.463999998
0.8464499999999999,502630.47449999995,76918.1,1,2.2,1112146.749,1,96428.9397763492,593810,31027992.359
0.8464499999999999,460006.63829999993,70585.69999999998,1,2.2,1017834.9966,1,94719.53153719897,543454,28987429.418999992
0.8464499999999999,457065.22455,69974.9,1,2.2,1011326.6690999999,1,94636.57157964505,539979,28761783.146999996
0.8464499999999999,342230.73884999997,52464.7,1,2.2,757237.8176999999,1,92823.15185506013,404313,21985857.182
0.8464499999999999,332577.82304999995,51057.5,1,2.2,735879.2661,1,91681.13042420454,392909,21662676.099999998
0.8464499999999999,287598.31649999996,44114.29999999999,1,2.2,636355.2329999999,1,92217.98918086698,339770,18607852.882999994
0.8464499999999999,298241.57879999996,45826.899999999994,1,2.2,659905.0776000001,1,92423.95517946516,352344,19287167.402999997
0.8464499999999999,332430.54075,51057.5,1,2.2,735553.3815,1,94800.3266143047,392735,20949913.4
0.8464499999999999,447645.92895,68567.7,1,2.2,990485.0379,1,98599.45252688526,528851,27050643.327
0.8464499999999999,568242.1998,87034.0,1,2.2,1257322.7196,1,100998.26041538532,671324,33520274.759999998
0.5925149999999999,529765.29144,23263.8,0.9,0.2,125173.44,0.09090909090909091,102020.74595148317,894096,8870021.663999999
0.5925149999999999,608407.4373299999,26729.699999999997,0.9,0.2,143755.08,0.09090909090909091,100993.01593203214,1026822,10295211.252
0.5925149999999999,654323.2022249999,28708.1,0.9,0.2,154604.1,0.09090909090909091,98372.54063118077,1104315,11351756.902
0.5925149999999999,682599.7955699998,29996.1,0.9,0.2,161285.32,0.09090909090909091,95283.33827253945,1152038,12245607.864
0.5925149999999999,717365.6131949999,31536.499999999996,0.9,0.2,169499.82,0.09090909090909091,95171.43769911308,1210713,12889598.28
0.5925149999999999,766686.5617949999,33687.5,0.9,0.2,181153.42,0.09090909090909091,95886.97713999433,1293953,13666008.125
0.5925149999999999,851784.7511249998,37418.8,0.9,0.2,201260.5,0.09090909090909091,96586.96897768108,1437575,15069673.324000001
0.5925149999999999,874798.6262399999,38401.5,0.9,0.2,206698.24,0.09090909090909091,96998.8280294786,1476416,15399769.53
0.5925149999999999,899691.3664199999,39437.1,0.9,0.2,212579.91999999998,0.09090909090909091,96948.05975720036,1518428,15823347.633
0.5925149999999999,848246.2515449999,37246.2,0.9,0.2,200424.42,0.09090909090909091,98178.87434725265,1431603,14756944.439999998
0.5925149999999999,844475.4860849999,37073.6,0.9,0.2,199533.46,0.09090909090909091,99895.91416415805,1425239,14436089.103999998
0.5925149999999999,841508.1709649998,36940.899999999994,0.9,0.2,198832.34,0.09090909090909091,100176.33277461113,1420231,14344151.469999999
0.5925149999999999,720057.4088399999,31669.199999999997,0.9,0.2,170135.84,0.09090909090909091,99696.20938663019,1215256,12356371.763999999
0.5925149999999999,572267.5774199999,25189.3,0.9,0.2,135215.92,0.09090909090909091,99867.70222434275,965828,9811232.35
0.8464499999999999,611755.65495,93724.7,1,2.2,1353602.8899,1,100671.52363255131,722731,36214286.833
0.8464499999999999,458240.09715,70280.29999999999,1,2.2,1013926.2542999999,1,100702.7986030018,541367,27147171.480999995
0.8464499999999999,362218.80915,55637.399999999994,1,2.2,801464.4783,1,99342.29751859614,427927,21785380.343999997
0.8464499999999999,301102.57979999995,46490.6,1,2.2,666235.4796,1,97229.1599379646,355724,18599494.342
0.8464499999999999,279914.2434,43012.5,1,2.2,619353.0467999999,1,95283.33827253945,330692,17559423.0
0.8464499999999999,290630.30039999995,44725.09999999999,1,2.2,643063.9607999999,1,92934.03578072798,343352,18720137.855999995
0.8464499999999999,365889.01635,56248.2,1,2.2,809585.3727,1,90702.0240087243,432263,24122603.052
0.8464499999999999,534801.4996499999,81843.29999999999,1,2.2,1183330.0593,1,90571.08600256473,631817,35150060.484
0.5925149999999999,509325.8939999999,22400.799999999996,0.9,0.2,120344.0,0.09090909090909091,90860.92363266801,859600,9590006.487999998
0.5925149999999999,692907.1865099999,30381.199999999997,0.9,0.2,163720.76,0.09090909090909091,91135.53726718875,1169434,12967303.783999998
0.5925149999999999,824031.9410399998,36170.7,0.9,0.2,194703.04,0.09090909090909091,91459.1004593861,1390736,15383760.417
0.5925149999999999,851427.4645799999,37418.8,0.9,0.2,201176.08,0.09090909090909091,90063.60272373582,1436972,16161179.72
0.5925149999999999,902427.6006899999,39609.7,0.9,0.2,213226.44,0.09090909090909091,88381.50962551463,1523046,17433021.163999997
0.5925149999999999,945703.1187449999,41535.2,0.9,0.2,223451.62,0.09090909090909091,86759.16140600313,1596083,18622306.919999998
0.5925149999999999,912886.0829549999,40034.7,0.9,0.2,215697.58,0.09090909090909091,86772.70905769052,1540697,17946755.315999996
0.5925149999999999,900888.2467199998,39556.799999999996,0.9,0.2,212862.71999999997,0.09090909090909091,88876.25383595288,1520448,17312824.656
0.5925149999999999,906424.1143649998,39782.3,0.9,0.2,214170.74,0.09090909090909091,90803.65567108993,1529791,17041941.674000002
0.5925149999999999,874658.7926999999,38401.5,0.9,0.2,206665.19999999998,0.09090909090909091,91694.09744090684,1476180,16290684.330000002
0.5925149999999999,870033.6206099999,38189.0,0.9,0.2,205572.36,0.09090909090909091,92126.25823930441,1468374,16124541.47
0.5925149999999999,861705.2297699999,37803.899999999994,0.9,0.2,203604.52000000002,0.09090909090909091,93261.5742798473,1454318,15767628.650999997
